Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017,3/25/2017
Start Time,9:53:28,9:58:31,10:03:31,10:08:31,10:13:31,10:18:31,10:23:31,10:28:31,10:33:31,10:38:31,10:43:31,10:48:32,10:53:32,10:58:32,11:03:31,11:08:32,11:13:32,11:18:31,11:23:32,11:28:32,11:33:32,11:38:32,11:43:32,11:48:32,11:53:32,11:58:32,12:03:32,12:08:32
Diameter Midpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.7,2764.12,2263.32,2691.33,2694.92,2389.69,2754.95,2333.24,2377.41,2054.04,2015.69,3227.34,3625.43,2240.24,2312.49,1714.62,1583.65,1411.81,1277.11,1306.25,1342.66,1047.61,953.49,749.544,896.995,637.874,810.88,522.618,503.122
145.9,2643.68,2572.15,2725.77,2253.28,2180.32,2071.91,2718.76,2387.51,2099.94,2527.58,3503.51,2692.48,2445.89,2176.67,1977.05,1811.79,1583.77,1183.2,1243.3,1053.3,897.841,1034,932.118,554.581,793.568,785.879,595.785,667.306
151.2,2783.83,2412.98,2619.6,2166.77,2295.71,2438.66,2403.04,2455.03,2421.56,2247.91,3438.02,2902.11,2556.86,1861.31,2191.02,1649.99,1440.72,1247.12,1378.09,1042.04,1244.24,933.881,909.717,785.915,700.466,506.133,510.323,522.507
156.8,2440.02,2956.2,2773.58,2228.17,2459.91,2144.81,2407.31,2597.62,2425.05,2414.9,3457.92,2903.49,2725.28,2184.8,2013.97,1633.65,1664.52,1475.84,1019.13,1082.71,862.251,839.591,776.014,928.592,746.791,738.28,786.783,546.327
Scan Up Time(s),240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
Retrace Time(s),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Down Scan First,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Impactor Type(cm),0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Sheath Flow(lpm),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Aerosol Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
CPC Inlet Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
CPC Sample Flow(lpm),0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Low Voltage,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554,25.5554
High Voltage,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87,9357.87
Lower Size(nm),6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831,6.97831
Upper Size(nm),159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634,159.634
Density(g/cc),1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Flag,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
td(s),2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
tf(s),0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657,0.783657
D50(nm),1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41,1284.41
Median(nm),8.89104,8.91351,8.91166,8.84715,8.86747,8.82042,8.95243,8.90888,8.92167,8.7797,9.19797,8.90241,8.83004,8.89249,8.83486,8.85175,8.69791,8.80322,8.9825,8.65977,8.73801,8.75536,8.92262,8.78592,8.86706,8.6933,8.80449,8.9732
Mean(nm),14.0084,14.0687,14.0779,13.9131,13.9946,13.9255,14.0538,14.1036,13.9721,13.9748,16.3925,13.8108,13.7589,13.8348,13.7261,13.767,13.5747,13.7999,13.9274,13.3197,13.5713,13.5103,13.8721,13.8041,14.1233,13.6434,13.8407,14.0252
Geo. Mean(nm),10.9145,10.976,10.939,10.8691,10.9011,10.8581,10.933,10.9957,10.9322,10.8722,12.1551,10.8489,10.8159,10.8636,10.7985,10.8289,10.6933,10.8006,10.9533,10.5476,10.7228,10.6869,10.8784,10.7983,10.9908,10.7111,10.8205,10.9642
Mode(nm),7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.10497,7.36525,7.10497,7.10497,7.36525,7.10497,7.10497,7.36525
Geo. Std. Dev.,1.74962,1.75305,1.75536,1.7479,1.7521,1.74909,1.75242,1.75288,1.7443,1.75372,1.90962,1.73349,1.73361,1.73624,1.73163,1.73238,1.72458,1.73904,1.73599,1.71005,1.72236,1.71663,1.74084,1.74091,1.75487,1.73369,1.74443,1.74376
Total Concentration(#/cm?),40962,40607.1,40560.1,40136.2,39002.7,38413.9,37280.7,36427.1,36866.5,36500.8,39391.5,50063.1,43228.9,36562.3,32769.4,29381.3,26923.5,22516.9,19999,19829.5,17131.1,15886.1,13620.1,12712.8,11427.4,11409.8,10368.7,9952.5
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
