Sample File	D:\OlinCollege\All_data\OlinCollege\Box Fan\Low2.S80
Classifier Model	3080
DMA Model	3085
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01905
DMA Characteristic Length(cm)	0.04987
CPC Model	3775 Low Flow
Gas Viscosity (kg/(m*s))	1.822e-005
Mean Free Path (m)	6.642e-008
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	TRUE
Gas Density	0.0012
Units	dw/dlogDp
Weight	Number
Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
Date	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17	03/31/17
Start Time	17:40:40	17:45:44	17:50:44	17:55:44	18:00:44	18:05:44	18:10:44	18:15:44	18:20:44	18:25:44	18:30:44	18:35:44	18:40:44	18:45:44	18:50:44	18:55:44	19:00:44	19:05:44	19:10:44	19:15:44	19:20:44	19:25:44	19:30:44	19:35:44	19:40:44	19:45:44	19:50:44
Diameter Midpoint
Density(g/cc)	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
Title																											
Status Flag	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan	Normal Scan
td(s)	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93	2.93
tf(s)	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657	0.783657
D50(nm)	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41	1284.41
Median(nm)	8.53814	11.0963	8.96826	8.93313	8.72959	8.82916	9.00032	8.70965	8.99896	8.6808	8.83752	9.01583	8.03524	8.94895	9.29269	8.79312	8.7006	8.44348	8.78577	8.90085	8.64763	9.81994	9.20001	8.29508	9.07942	9.66538	10.119
Mean(nm)	12.8442	20.2254	15.2827	14.2449	13.2564	14.0507	14.6243	14.1532	14.511	13.6887	14.3064	14.11	12.4703	13.4836	13.3572	12.4342	13.3516	13.0919	13.94	13.4119	13.1969	15.2422	14.9229	14.195	12.3301	14.2084	16.9553
Geo. Mean(nm)	10.4307	14.266	11.6313	11.0278	10.4751	10.828	11.2486	10.9073	11.1766	10.7269	10.9933	10.8551	10.0265	10.8276	10.8768	10.243	10.5102	10.48	10.8931	10.7884	10.4551	12.3244	11.6951	10.9723	10.3859	10.9763	12.8533
Mode(nm)	7.10497	7.63506	7.10497	7.63506	7.10497	7.10497	7.36525	7.36525	7.36525	7.91476	7.10497	7.10497	7.10497	7.36525	7.10497	7.10497	7.10497	7.10497	7.10497	7.91476	7.36525	9.47464	7.63506	7.63506	8.2047	7.10497	9.13982
Geo. Std. Dev.	1.68559	2.0507	1.82081	1.76391	1.72055	1.77469	1.78953	1.77595	1.77534	1.73258	1.77735	1.77448	1.67947	1.70013	1.67871	1.62886	1.71465	1.70238	1.76207	1.68467	1.68691	1.70853	1.76351	1.7751	1.57984	1.76031	1.86151
Total Concentration(#/cm³)	294.442	251.645	584.621	1296	1633.79	1629.26	1482.91	1680.94	1831.93	2039.73	2015.26	1933.87	9511.74	4939.06	3395.61	2566.99	1515.69	966.593	689.727	546.444	533.095	299.312	350.414	373.443	386.855	367.137	216.777
Comment																											
