-Inf,NaN,NaN,0.33253,1,0.89524,0.40779,-15.431,-Inf,-Inf,NaN,0.44588,-Inf,-49.956,-31.68,NaN,NaN
NaN,NaN,NaN,0.46331,1,0.51231,-Inf,-3.9007,-Inf,-Inf,NaN,0.54515,-Inf,-0.096264,-2.1251,NaN,NaN
-Inf,NaN,NaN,0.50292,1,0.81945,-Inf,-0.056868,-Inf,-Inf,NaN,0.67952,-Inf,0.6475,-7.1479,NaN,NaN
-Inf,-Inf,1,0.25672,1,0.77219,-30.355,0.78249,-Inf,-Inf,0.50838,0.91438,-Inf,0.65184,0.40952,-Inf,-Inf
-2023.3,-14.616,0.98454,0.47126,0.99963,0.46525,-1.2722,0.89533,-4.25,-Inf,0.56245,0.75895,-14854,-2.0898,0.04856,-506.51,-Inf
-0.55358,-3.2094,0.96373,0.28803,0.9785,-2.0157,0.58035,0.87205,0.91669,0.34314,0.48324,0.8363,-327.56,-0.25866,0.44784,0.45252,-0.43549
0.49744,0.33594,-0.39957,0.21396,0.84477,0.13839,0.47623,0.069174,0.94469,0.47524,0.45415,0.73162,0.57429,-0.54189,0.20503,0.37418,0.43919
-73.693,0.52673,-0.4737,0.73827,0.85478,0.84847,0.63725,-0.40556,0.93745,-1.7019,0.40033,0.75041,0.51076,0.0428,0.73062,-18.207,0.078381
-8.9632,0.60729,0.53115,0.74659,0.7399,0.79056,0.56445,0.57431,0.73585,0.73908,0.35029,0.74327,0.19855,-0.029869,0.74283,-1.8365,0.70906
0.56896,0.52138,0.29488,0.56509,0.7485,0.72035,0.57398,-0.050018,0.7627,0.68693,0.39865,0.73871,0.038161,-0.086781,0.57987,0.5063,0.62802
0.71177,0.52876,0.49893,0.57154,0.76709,0.81711,0.48119,0.55724,0.82507,0.87103,0.2947,0.71742,0.020452,0.19707,0.45627,0.58262,0.67219
0.41823,0.56575,0.51765,0.51928,0.80561,0.81448,0.40838,0.5302,0.80423,0.81733,0.40942,0.68899,0.10333,0.033465,0.38494,0.53738,0.64784
0.60664,0.56491,0.50788,0.52525,0.80583,0.85288,0.39207,0.50488,0.78511,0.7807,0.41463,0.66988,0.09913,0.067923,0.35673,0.57856,0.63519
0.51737,0.53998,0.54559,0.51542,0.82467,0.87035,0.35551,0.45813,0.7856,0.84466,0.43473,0.64687,0.078118,0.16768,0.30909,0.57082,0.63673
0.60649,0.55655,0.53554,0.51355,0.85629,0.88303,0.3532,0.41881,0.77178,0.84011,0.47411,0.62769,0.032731,0.10147,0.25223,0.59698,0.63447
0.60738,0.5592,0.51751,0.50057,0.88575,0.89258,0.32867,0.37939,0.76635,0.84007,0.49929,0.61125,0.038238,0.11288,0.19171,0.59763,0.62777
0.6173,0.5548,0.55112,0.47995,0.90583,0.91804,0.28974,0.33393,0.76311,0.84995,0.48225,0.58263,0.030951,0.059703,0.11946,0.60344,0.61683
0.60947,0.56641,0.56129,0.45859,0.91405,0.93655,0.24388,0.26838,0.75999,0.86748,0.49562,0.54607,0.018343,0.0026846,0.027639,0.60659,0.60964
0.62404,0.58075,0.57222,0.44966,0.91779,0.93855,0.21617,0.21599,0.77791,0.84806,0.51795,0.52763,0.01501,0.035399,-0.042512,0.62303,0.60152
0.62352,0.54188,0.67593,0.50363,0.9315,0.81323,0.26895,0.23545,0.76263,0.84794,0.41919,0.57061,0.10229,0.46783,-0.018964,0.62032,0.61601
-0.082711,0.50862,0.57434,0.41539,0.93825,0.90138,0.32475,0.069861,0.72044,0.84087,-0.086691,0.57663,0.23576,0.059163,0.079778,0.28134,0.58538
0.75325,0.57961,0.3463,0.62483,0.94407,0.91317,0.37807,0.53141,0.71668,0.90732,0.3068,0.48799,0.32626,0.12978,0.12372,0.53076,0.64994
0.7875,0.32675,-0.5232,0.464,0.96723,0.78669,0.30597,0.60078,0.64187,0.91569,0.17952,0.46758,0.49188,-0.14693,0.24904,0.27142,0.54351
0.80673,0.48488,0.011377,0.23622,0.98429,0.41481,0.41331,0.59022,0.90533,0.96074,0.55199,0.6777,0.33748,-0.056825,0.12862,0.56886,0.58988
