Sample File	C:\Documents and Settings\bostonair\Desktop\OlinCollege\No Filter\Baseline2.S80
Classifier Model	3080
DMA Model	3085
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01905
DMA Characteristic Length(cm)	0.04987
CPC Model	3775 Low Flow
Gas Viscosity (kg/(m*s))	1.822e-005
Mean Free Path (m)	6.642e-008
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	TRUE
Gas Density	0.0012
Units	dw/dlogDp
Weight	Number
Sample #	51
Date	03/10/17
Start Time	18:18:34
Diameter Midpoint
 17.5	2797.69	2993.05	5109.19	22133.2	40816.1	40546.2	19511.7	27519.7	30762.3	44180.7	49549.3	60552.2	60759.8	70530.3	77845.4	92138.4	105317	87029.8	71381.2	48074.6	33899.5	29510.7	31845.6	31816	32177.1	29997.5	27317.5	32248	24838.4	30143.5	20210.6	23931.3	23586.9	23608.4	20386.8	22584.3	19439	15959.8	20088.5	15299.2	17217.5	13523.8	10954.1	11334.3	15041.6	13026.5	8392.45	11500.1	11921	11469.9	10717.4
 18.1	2979.05	2831.97	4983.64	15951.4	29060.9	24675.2	13693.2	15378	21640.9	28629.5	34364.8	42104.3	45246.6	55344.5	58649.2	69773.5	82085.4	72200.1	63125.3	37237.4	22670.6	28197.4	26340.6	26127.7	26695.5	28314.4	23184	22640.3	22305.8	22189.1	23573.8	18357.4	18600.4	18610.6	19878.9	17849.1	15936.4	17631.4	15824.4	11252.1	13292.2	15484.5	10099.7	8906.8	13271.6	11622	11545.9	9510.97	9815.47	9328.35	11145.6
 18.8	1850.06	2224.34	3099.01	8611.86	18702.5	14131.2	11147.1	11681.3	17791.7	18218.7	24855.6	29384.2	29713.5	43221.1	42775.7	53193.8	57161.7	52366	42367.2	25173	21076	21253.2	23001.4	18896.2	22086.4	24441	19289.4	20994.9	18355.5	20841.6	17309	16769.5	15714.2	15871.7	16394	15424	15069.3	13796.1	13567.4	14477.1	15559.7	8813.29	11770.1	10072.2	13669.3	11219.4	9904.65	8684.14	7692.24	7867.46	8357.85
 19.5	2565.42	2267.76	3989.45	7014.63	11108.6	11000.9	6122.52	8608.92	8182.98	14011.9	14983.9	15495.3	18028.8	23550.8	34717.9	36350.1	43557	43782.9	36511.3	15758.2	13570.4	15585.6	17490.9	16936.7	17134.7	17673.5	18177.6	17973.5	10966.2	13705	14433.8	13984.9	13401	12116.8	13137.1	11405.4	9534.86	13558.1	11491.7	14495.4	11319.1	12145.5	13707.8	9372.75	8331.81	9562.7	10025.7	8798.86	10108.8	8210.81	8283.42
 20.2	2483.03	2005.89	2718.1	3216.54	7625.32	8966.21	5925.18	5478.79	7477.89	8944.91	9920.49	10706.1	14208	19302.1	19394.6	22188.9	30388.7	32318.4	22255.5	13514.7	13227.6	9934.79	14563.6	15608.4	13951.4	14055.7	13220.1	11268.9	10411.9	11867.3	13471.6	11952.5	11591.8	9453.03	7698.67	11176.4	11406.9	9993.84	8161.3	7848.04	10034.3	8909.32	7874.18	9744.99	9227.41	10495	10511.4	6898.6	6915.06	8247	9730.69
 20.9	2951.98	2029.73	2678.53	4268.35	5273.41	3557.3	4025.55	3617.99	4802.45	7449.18	7835.93	7265.51	6718.21	10375.4	12301	15884.3	26297.2	27991.9	19893.8	11188.1	9515.76	10206	10920.1	9961.99	9107.4	10583.5	10223	9971.92	7758.74	7459.77	8167.13	8146.88	9701.27	7253.99	10118.3	7264.88	9991.61	6644.42	6809.46	7677.84	7735.1	9109.33	8123.14	7442.19	9420.82	6302.34	6724.95	9021.27	7365.46	6903.66	7217.99
 21.7	2644.82	2952.04	1563.88	3384.57	4632.2	3781.25	2167.29	3303.05	4226.23	3411.09	3576.36	6245.83	5998.01	5690.03	9395.72	10890.7	17923.7	18018	13165.3	9595.75	7511.56	9231.75	9048.06	8072.43	10985.3	7841.92	9861.34	7819.88	7341.82	6633.61	8257.49	6524.2	7539.45	6194.39	6818.93	7088.54	8540.58	8408.76	8245.09	6417.46	6754.47	6426.72	5930.96	5049.31	5238.24	7976.56	8228.92	4893.7	5324.09	7333.02	6097.79
 22.5	2981.52	2573.43	3062.57	2401.45	4128.55	3554.93	4017.93	3371.6	2317.03	1700.89	2709.81	3477.93	3429.02	4331.69	5581.25	5911.28	14876.3	14652.5	9816.38	8419.87	4471.92	5998.56	5659.72	7581.58	7311.09	6324.37	4796.46	6002.53	5567.47	5650.77	6583.07	6534.33	5394	6414.5	5795.29	5338.67	5049.35	7011.83	8338.7	6027.02	5864.87	4744.87	3861.88	7020.11	4998.27	3708.9	4930.56	5560.6	5566.29	4088.95	4340.68
 23.3	1767.33	1578.88	2685.56	3563.02	3234.65	2236.21	2617.53	1571.96	2012.57	2854.88	2905.75	2427.98	2864.88	3911.97	3137.44	2811.34	12310.7	11206.5	9714.21	6367.49	5896.89	5274.37	4730.26	5272.32	5787.45	5144.98	4419.99	4403.45	4095.08	5448.72	4303.9	4315.71	4292.88	4254.67	3598.51	5110.47	3824.38	5764.58	4498.51	5679.69	3850.08	4749.01	3241.44	4567.03	3611.15	4857.57	4514.19	3424.3	4038.88	3231.25	5314.91
 24.1	2448.11	2658.43	2839.27	2550.42	3039.81	3124.39	2212.81	3511.08	2674.72	2580.59	2587.73	2018.86	2643.61	2942.73	2839.2	2895.71	10822.6	9501	7427.05	7908.31	6668.04	5415.28	3771.63	4892.19	4840.09	3860.1	4787.89	4000.85	4619.14	5336.19	3269	3216.94	4248.84	4060.77	4124.56	3894.89	3682.19	3273.91	3830.03	4706	3571.85	2932.42	3914.72	3144.81	4130.32	4553.66	2882.56	4264.67	3907.74	3572.73	3862.63
 25.0	1824.73	2777.12	2447.68	2989.35	2641.33	2523.9	2750.39	1975.52	2289.59	2136.21	1956.85	1823.2	1829.9	2390.93	2472.81	2140.44	7827.18	9319.25	8548.83	3932.91	5429.74	4700.42	3591.52	5186.86	3069.6	3862.52	3673.73	2700.72	2867.15	3053.13	3466.07	4347.09	3378.49	2872.74	3795.99	2814.79	2069.62	3263.52	3267.83	3126.52	3306.97	3868.92	3936.7	3205.18	2487.46	2195.07	3326.31	3385.23	4490.51	3235.44	2837.63
 25.9	2368.73	2510.34	2734.16	1414.06	2517.01	3022.59	2802.78	2182.04	2278.07	2729.96	2282.2	2815.89	1662.6	2516.72	2303.36	2493.85	7065.16	9680.39	9435.7	4611.66	3967.48	4080.78	4282.02	4830.17	4283.75	4891.65	4518.04	3533.33	3483.02	3167.38	3464.5	3669.48	3158.89	2168.94	3885.03	3140.97	2413.32	3023.01	3880.29	2938.18	2101	3692.34	3068.02	2626.51	2397.15	3270.56	3280.22	1774.3	2668.63	3266.17	2730.96
 26.9	3152.63	2424.54	2349.06	1952.46	1632.7	2760.91	1854.65	2654.5	1867.23	1968.61	1599.81	1475.21	2393.1	2578.22	1672.92	866.551	7745.41	7642.02	8752.16	5574.63	4568.57	4266.65	3278.56	3637.56	3353.34	3054.02	2647.78	2842.8	3695.59	2888.85	3387.56	2847.38	3168.36	2001.41	2462.04	2544.74	2216.65	1508.9	2780.59	1664.35	1995.26	2968.85	2506.29	2701.84	2254.57	2339.32	1995.03	1994.78	1972.71	1900.22	2574.62
 27.9	2872.35	3011.66	2687.94	2678.38	2430.36	1977.15	2159.42	1981.65	2830.65	1507.65	1379.98	1751.97	2179.75	3290.7	2339.39	2678.15	7732.99	6929.82	7298.39	4849.97	4186.39	4566.17	3820	4478.93	4235.37	3357.92	3148.54	2966.81	3051.58	2588.51	3346.51	2551.35	1829.98	3611.68	3246.53	2243.62	2614.43	2458.75	3054.91	2510.71	2088.58	2490.87	2074.49	1711.51	1593.07	1949.89	1968.26	1260.91	1871.2	2568.01	2416.57
 28.9	2830.44	2408.38	2721.44	2619.15	2883.49	2844.67	2283.88	1815.61	2458.45	1949.13	2891.11	2506.68	1703.09	1737.57	1831.67	1898.16	7525.3	7841.86	6410.65	4948.84	4141.8	4306.88	3548.24	3370.59	3355.83	3220.42	2674.28	3028.5	2832.8	2022.31	2243.5	3729.03	3248.79	2873.52	2324.73	2526.03	2128.33	1848.5	2132.69	2416.84	1499.66	1818.88	3196.94	2130.39	1338.87	1999.55	2255.83	2370.43	3210.76	2526.51	1758.06
 30.0	2912.37	3492.3	2384.36	2495.03	2668.03	3192.19	2286.42	2493.46	2216.2	2961.29	2274.07	2081.14	2528.64	1963.15	1938.34	1935.99	6427.86	9181.95	5437.76	4396.14	4493.11	5370.31	3767.05	3261.63	4670.23	2743.1	2588.59	3093.13	3484.82	2986.38	3061.12	2691.55	2354.03	1788.12	2011.89	2282.71	2430.46	2411.07	2646.55	2831.24	1809.34	1798.31	1760.34	2261.87	2175.23	1219.59	1684.15	1776.63	1875.73	1621.62	1783.76
