Sample File,C:\Documents and Settings\bostonair\Desktop\OlinCollege\No Filter\Baseline2.S80
Classifier Model,3080
DMA Model,3085
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01905
DMA Characteristic Length(cm),0.04987
CPC Model,3775 Low Flow
Gas Viscosity (kg/(m*s)),1.822e-005
Mean Free Path (m),6.642e-008
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Gas Density,0.0012
Units,dw/dlogDp
Weight,Number
25,03/10/17,17:20:03,,27659.8,175890,147539,123172,137074,138609,118922,123771,120941,111627,104753,104733,93966.2,96248.3,78571.5,90197.9,62141.5,74695.6,67804.6,58532,59293.2,54388.2,50726.5,44246.9,36166.4,32177.1,26695.5,22086.4,17134.7,13951.4,9107.4,10985.3,7311.09,5787.45,4840.09,3069.6,4283.75,3353.34,4235.37,3355.83,4670.23,2421.3,4040.63,2992.29,4193.01,2984.6,3185.97,2899.81,2594.12,3415.09,2080.22,3581.2,2663.47,3230.17,2299.63,2071.28,2380.35,2118.33,1800.28,2300.9,1681.33,1619.29,1613.95,1198.04,1278.97,1465.44,1287.7,1038.26,1570.62,1333.51,1191.85,976.342,812.636,1271.31,1032.77,1086.45,1074.68,798.993,1536.37,876.064,1100.92,969.267,991.043,824.058,842.027,835.274,927.121,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.1919,12.8196,11.2192,7.36525,1.52357,39987.5,
26,03/10/17,17:22:18,,20486.9,108549,105079,135098,98714.7,106617,142829,133345,128605,97589.6,103386,91562,86374.2,89191.6,80401.8,80824,71820.8,76571,76661.2,53539.9,55321.1,56091.8,44149.7,36713.9,37509,29997.5,28314.4,24441,17673.5,14055.7,10583.5,7841.92,6324.37,5144.98,3860.1,3862.52,4891.65,3054.02,3357.92,3220.42,2743.1,3567.82,3200.27,3160.96,3234.57,3006.58,3732.59,2791.93,2556.2,1930,2587.61,2618.23,2912.42,2582.56,2501.28,2557.11,2225.36,1944.15,1249.89,2474.95,1730.68,1838.19,1636.83,1447.2,1467.59,738.334,1178.52,1478.8,1492.01,1044.24,1312.74,976.108,1172.46,460.091,957.044,1184.69,1004.58,727.816,1302.04,1126.06,1100.43,1072.79,901.203,652.273,985.382,1194.35,780.354,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.3838,13.0847,11.4455,8.81683,1.52298,37003.1,
27,03/10/17,17:24:33,,35489,85240.1,92003.5,131680,116267,117148,117837,102439,89407.2,105023,95147.7,75172.3,83254.2,72632.1,79193,66230.9,69316.3,60049.4,61211.1,63041,53775.5,48881,41071.7,39237.7,33843.7,27317.5,23184,19289.4,18177.6,13220.1,10223,9861.34,4796.46,4419.99,4787.89,3673.73,4518.04,2647.78,3148.54,2674.28,2588.59,3169.91,3356.36,4034.03,2178.53,2410.63,2419.14,2769.53,3098.51,2683.65,2520.45,2493.21,1989.13,2557,1989.41,2010.91,1788.29,1827.93,1916.17,1478.86,1762.78,1791,1460.78,1276.86,1392.25,1607.65,1180.04,1274,1314.24,1116.44,985.517,814.706,1061.49,820.391,899.515,756.399,1090.59,1272.66,1221.9,1001.5,1183.29,926.884,1082.18,878.445,1139.07,955.181,719.036,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.3515,13.1835,11.4554,7.91476,1.53693,33856.2,
28,03/10/17,17:26:48,,31316.5,113840,75758.9,89825.7,80745,90145.3,109438,89730,82664.1,87039,75886.1,73332.4,75677.8,62680.4,63399.9,58227.3,59949.4,60247.1,57064.6,52674.7,51280.3,44961.4,37401.9,37148.9,35281.2,32248,22640.3,20994.9,17973.5,11268.9,9971.92,7819.88,6002.53,4403.45,4000.85,2700.72,3533.33,2842.8,2966.81,3028.5,3093.13,3718.1,3348.7,2925.78,3491.05,3674.24,2908.74,3188.88,2881.63,1970.79,2468.18,2289.83,2255.21,2807.61,2560.86,2263.71,2208.14,1919.37,1693.01,2123.2,1869.89,1615.33,1437.2,1248.49,1136.28,1403.49,1072.89,1006.39,1407.13,1081.17,745.232,873.661,1001.04,902.12,1102.28,965.164,1182.28,1302.11,1115.05,972.298,915.024,1399.47,880.343,1110.07,644.359,830.075,672.261,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.5726,13.5792,11.6837,7.36525,1.56466,30184.3,
29,03/10/17,17:29:03,,24003.2,84603.7,77948.3,95260.1,75762.6,91937.9,71482.1,74059.3,80427.2,94553.1,73006.7,81324.7,61097.6,63624.5,56366.6,63889.1,52317.3,63176.1,53201.8,53615.5,53160.7,43612.4,40356.2,33511.8,33013.3,24838.4,22305.8,18355.5,10966.2,10411.9,7758.74,7341.82,5567.47,4095.08,4619.14,2867.15,3483.02,3695.59,3051.58,2832.8,3484.82,3126.8,2123.58,3301.58,3518.22,2824.1,3107.32,1952.44,2692.87,2387.18,2482.51,2532.86,2095.74,2328.89,1882.16,2049.87,1755.43,2777.87,1708.61,1454.43,1460.81,1675.43,1513.97,955.649,1432.27,1151.01,1471.73,957.637,1274.89,1091.93,874.378,945.484,938.478,848.815,943.988,985.031,1121.47,645.475,956.737,1096.49,1244.68,551.835,1180.67,853.622,1156.4,883.162,676.927,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.648,13.6698,11.7572,7.91476,1.56316,28218.4,
30,03/10/17,17:31:18,,10829.5,96178.3,58040.7,82164.7,80761.4,97737.1,94461.3,73285.6,57060,62889.3,68437.7,51936.3,57740,70483.9,64997.4,58940.1,53124,44734.3,53763.1,46482.6,42688.5,38963.6,40231.5,33744.9,36042.3,30143.5,22189.1,20841.6,13705,11867.3,7459.77,6633.61,5650.77,5448.72,5336.19,3053.13,3167.38,2888.85,2588.51,2022.31,2986.38,3441.69,3319.11,3545.23,2728.49,2509.67,2573.52,2444.18,2607.75,2426.26,2191.02,1998.09,1955.07,2415.86,2587.06,2018.36,2224.42,1656.95,1862.69,1230.15,1695.27,2004.88,1317.73,1295.86,1138.1,868.637,1375.55,771.795,1031.22,865.539,872.57,940.519,1175.1,1016.76,806.806,1151.93,1673.31,1095.73,1319.76,886.455,1003.28,852.967,693.528,660.336,830.451,903.3,583.376,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.8457,13.8649,11.8726,8.50526,1.57671,26504.2,
31,03/10/17,17:33:33,,6657.02,80905.2,61063.5,46624.6,70153.7,102490,59595.5,61816.8,61921.9,60972.1,51511.4,72640.2,58980.9,53656.3,47413.4,49230.9,48922.5,49864.2,39622.1,50880.1,40119.6,35556.4,32928.9,28025.8,29707.5,20210.6,23573.8,17309,14433.8,13471.6,8167.13,8257.49,6583.07,4303.9,3269,3466.07,3464.5,3387.56,3346.51,2243.5,3061.12,2731.79,2829.81,2327.05,2409.58,3712.36,2312.39,2689.71,1947.45,1943.04,2485,2249.68,1553.6,2388.95,2521.97,2133.93,2392.33,1467.43,1260.08,1854.42,1437.5,1697.3,1347.22,1220.18,1651.3,810.624,1007.22,1073.5,1006.81,1242.97,782.682,1176.71,1410.6,1288.52,772.546,993.351,1159.81,976.816,838.729,842.403,604.093,993.547,1009.09,626.03,846.066,717.686,850.717,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,10.877,14.2025,12.0648,8.50526,1.59488,23615.7,
32,03/10/17,17:35:48,,10829.5,60538.7,64378.6,65482,47606.3,50019.7,58277.2,69304.8,50653.9,60295.4,52257.8,69650.3,53396.5,52001.3,59087.1,51590.7,45304.4,52261.1,44458.4,40106.3,35587.6,33767.5,30496.3,31263.8,27230.3,23931.3,18357.4,16769.5,13984.9,11952.5,8146.88,6524.2,6534.33,4315.71,3216.94,4347.09,3669.48,2847.38,2551.35,3729.03,2691.55,2401.75,2182.84,2705.96,3196.12,3311.77,2334.7,3510.53,2778.89,3406.8,1970.86,1754.11,2661.33,1854.31,2144.36,1487.4,1141.47,1487.59,1482.63,1417.9,1533.33,1405.65,1754.75,1248.58,892.222,1397.81,1113.64,1114.89,1172.39,822.541,848.981,1029.39,594.56,1160.11,1384.24,851.666,1021.34,1155.72,1149.3,950.272,864.457,906.063,956.187,1338.85,469.844,585.063,583.376,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.1252,14.459,12.2474,10.5545,1.60221,22202.4,
33,03/10/17,17:38:03,,1828.31,65034,59729.3,51207.9,48352.7,56446.2,76443.6,60508,59169.9,56501.7,48171.9,55041.4,55677.8,52024.9,56431.2,44975.3,45878.6,40692.4,46924.5,41170.7,39080.7,32527.8,31059.6,29459.9,20827.6,23586.9,18600.4,15714.2,13401,11591.8,9701.27,7539.45,5394,4292.88,4248.84,3378.49,3158.89,3168.36,1829.98,3248.79,2354.03,2722.28,2899.9,2203.95,2915.06,2113.04,2197.11,2355.9,2022.57,2404.7,2012.27,3050.81,2563.99,1903.55,1985.91,1818.53,1383.84,1727.92,1754.74,2034.59,1263.12,1052.99,1152.59,1439.76,1301.15,1045.97,1028.5,1163.06,941.379,1238.81,910.717,1200.31,1046.32,759.996,892.291,858.598,1263.59,1107.98,869.557,927.146,744.399,741.418,1112.42,673.623,779.636,677.315,649.904,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.0958,14.4517,12.2379,8.81683,1.60195,21488.9,
34,03/10/17,17:40:18,,3000.4,30746.9,47663.5,44908.1,59690.4,56704.9,56087,63613.8,56116.3,61576.5,51803.9,45322.2,53816.3,44555.2,50198.5,38865.9,34600.7,39656.7,35697.6,39380.7,28519.3,34459.9,34000.6,27626.7,28559.2,23608.4,18610.6,15871.7,12116.8,9453.03,7253.99,6194.39,6414.5,4254.67,4060.77,2872.74,2168.94,2001.41,3611.68,2873.52,1788.12,2400.67,2321.37,3073.25,2949.53,2298.07,2127.22,2881.07,3297.5,2502.69,1842.66,2872.21,2187.11,2000.98,2053.13,1424.97,1688.62,1548.94,1272.4,1553.85,1697.43,1458.95,1381.32,1248.99,679.888,858.714,986.337,1131.52,877.372,1131.51,613.563,732.886,727.617,942.028,779.594,928.938,893.214,940.265,786.275,957.445,987.745,1055.93,760.485,1175.84,973.806,928.637,935.623,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.1309,14.824,12.4567,9.13982,1.61604,19674.9,
35,03/10/17,17:42:33,,3000.4,43276.7,32613.6,56128.1,45243.2,34974.3,55548.2,42997.3,41205,36917.6,48673,51015.7,38907.9,41896.5,41906,41489.3,45304.4,44190.6,34163.1,39233.9,34005.9,31642.7,29245.1,26898.4,19389.5,20386.8,19878.9,16394,13137.1,7698.67,10118.3,6818.93,5795.29,3598.51,4124.56,3795.99,3885.03,2462.04,3246.53,2324.73,2011.89,2707.38,2611.65,2489.87,2241.55,1889.45,2846.98,2808.64,2565.59,2224.57,2624.47,1938.21,2123.32,1495.08,1539.42,1303.13,1757.48,1884.41,1532.96,1578.23,1551.23,949.037,924.126,1077.44,1119.55,662.402,1121.8,1149.62,949.09,788.828,943.471,675.169,713.53,908.969,1116.12,869.423,1119.58,1216.77,1504.56,772.513,558.969,1090.92,735.017,1043.59,853.604,672.115,865.803,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.5843,15.2136,12.7166,7.91476,1.63257,17994.7,
36,03/10/17,17:44:48,,4828.71,52106.9,51017.3,36410.1,47738.6,49771.3,50069.3,45636.5,45375.7,46656.4,41066.2,47392.6,44509,38973.7,38039.3,43906.1,38171.8,31880,32668.3,36574,29595.9,22200,29574.9,25197.3,22764.4,22584.3,17849.1,15424,11405.4,11176.4,7264.88,7088.54,5338.67,5110.47,3894.89,2814.79,3140.97,2544.74,2243.62,2526.03,2282.71,2208.19,2718.55,1417.85,2243.43,2205.27,2247.2,2060.34,2857.61,2675.39,2403.78,1803.12,1279.48,1833.39,1976.85,2230.64,1082.62,1851.83,1854.15,1643.92,856.801,1566.3,1641.3,1238.09,1368.28,1270.71,1281.17,453.336,693.829,1135.13,1089.14,1021.71,796.149,945.208,636.705,658.7,1074.71,1047.97,1006.75,1311.86,1046.43,695.079,745.697,1047.62,750.731,869.24,865.803,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.222,15.0993,12.5282,7.36525,1.64708,17820.7,
37,03/10/17,17:47:03,,10829.5,21558.6,34618.1,46774.2,32412.8,42447.2,47212.9,46435.8,37611,34543.3,42016.9,42963.6,36078.2,36957.1,43399.8,39497.4,38873,36603,32271.8,35768.5,29786.6,29156.4,26137.7,23056.3,20329.5,19439,15936.4,15069.3,9534.86,11406.9,9991.61,8540.58,5049.35,3824.38,3682.19,2069.62,2413.32,2216.65,2614.43,2128.33,2430.46,2666.35,2319.45,2607.1,2229.88,1539.49,1965.55,1943.19,2045.54,3035.54,1756.96,1673.14,2197.52,2173.54,1907.35,1444,1512.08,1457.89,2101.88,1303.36,1516.54,994.733,994.324,1057.25,1092.83,916.861,1127.54,903.067,1090.88,1080.94,917.934,956.355,929.461,1159.24,1031.22,802.958,1209.36,1014.45,912.305,776.099,977.653,955.094,623.815,620.807,886.008,707.851,789.543,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.6603,15.4758,12.8491,8.81683,1.64788,16368.9,
38,03/10/17,17:49:18,,12001.6,28002.5,43484.8,22454.1,43486.1,33419.8,39210.4,47975.9,39149.1,34562,31934.3,33361.2,35401.3,30125.4,33653,34149.7,33611.3,28943.1,38501.1,27942.7,21617.3,21063.7,23705.1,22352.5,20025.6,15959.8,17631.4,13796.1,13558.1,9993.84,6644.42,8408.76,7011.83,5764.58,3273.91,3263.52,3023.01,1508.9,2458.75,1848.5,2411.07,2013.74,2597.43,2395.6,2920.28,2622.06,2366.47,1536.54,2088.63,1973.34,1767.34,2372.8,2341.49,1821.37,1924.85,1924.57,1411.62,1351,1634.33,1272.25,2018.27,1305.85,1175.45,1476.11,543.627,1116.1,1515.66,1010.02,756.848,875.439,604.371,959.851,1023.98,1125.4,824.67,1110.66,1225.27,1119.14,919.346,822.863,920.933,822.725,690.212,696.544,640.32,600.097,767.73,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.6286,15.798,12.9587,9.13982,1.68118,15026.5,
39,03/10/17,17:51:33,,3000.4,15472.8,22752.2,34544.1,37267.1,48875.1,32455.6,26944,33716.7,35326.6,28413.4,30195.7,30074.9,33512.5,28301.6,37235.3,25979.2,26101.7,28443.1,24905.9,24600.4,20765.7,21473.8,21869.9,20662.3,20088.5,15824.4,13567.4,11491.7,8161.3,6809.46,8245.09,8338.7,4498.51,3830.03,3267.83,3880.29,2780.59,3054.91,2132.69,2646.55,2584.02,2106.7,2268.34,2412.14,1905.15,1925.7,2311.36,2661.99,1646.81,1577.09,1868.11,1759.95,2156.21,1136,1600.25,1826.72,1452.79,1498.24,1265.98,1113.46,921.271,1393.28,1662.27,890.057,1262.26,834.739,797.606,461.882,878.424,1071.48,920.177,987.352,1169.5,725.836,705.892,944.727,1003.21,979.066,811.002,1011.42,716.506,691.504,776.465,619.492,802.42,742.768,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.903,16.2402,13.3003,8.50526,1.68674,13630.7,
40,03/10/17,17:53:48,,7829.12,28997,22921.9,19573.1,36256.3,33299.4,42364.7,36580,22599.5,34166.7,26612.6,32956.2,27190.7,31482.5,27130.2,29544.1,31095.9,30442.7,33085.9,24518.6,23059.8,20085.2,19475,20728,16664.9,15299.2,11252.1,14477.1,14495.4,7848.04,7677.84,6417.46,6027.02,5679.69,4706,3126.52,2938.18,1664.35,2510.71,2416.84,2831.24,3135.15,1868.53,2142.28,2748.15,1949.96,2461.41,2128.45,2256.84,1514.04,2115.11,1674,1602.38,1680.66,1548.31,1606.77,1728.09,1523.38,1658.11,1244.92,1196.35,1373.47,1393.73,1333.87,871.046,1061.51,970.672,988.081,826.262,861.89,1068.1,781.081,779.521,713.983,1159.33,768.742,1234.62,1123.21,1076.2,812.103,1047.19,762.213,921.331,854.332,614.913,789.704,474.739,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.8991,16.3525,13.2855,8.81683,1.70356,13288.6,
41,03/10/17,17:56:03,,3000.4,17819.8,26090.9,24324.8,26671.7,34336.7,19385.5,45893.4,37064.5,24907,34370.3,30137.3,22227.7,26434.2,26184.5,28603.5,24119.9,31327.8,27791.7,22916.3,26978.7,20922.7,18865.4,20128,16720.9,17217.5,13292.2,15559.7,11319.1,10034.3,7735.1,6754.47,5864.87,3850.08,3571.85,3306.97,2101,1995.26,2088.58,1499.66,1809.34,1740.18,2005.36,2096.46,2474.08,2986.55,1648.19,2198.04,1705.28,2155.13,2493.04,1859.33,2158.93,1382.31,1082.75,1693.87,1466.13,1320.09,1362.17,961.723,1345.47,1435.01,1234.72,847.515,1034.37,1069.83,562.792,1005.9,897.646,1080.13,943.787,466.859,914.467,742.322,1285.31,889.803,691.22,961.535,864.956,926.27,711.337,467.837,601.663,649.662,1032.16,785.711,674.866,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.0222,16.3997,13.3921,9.13982,1.69209,12564.6,
42,03/10/17,17:58:18,,1828.31,13722.9,23106.7,34380.3,21062.8,21223.6,32328.2,23729.6,24611.1,31868.8,31443.7,29562.9,25895.1,24034.3,26370.8,18946.4,24928.7,21367.1,21422.4,19700.4,14657.1,21901.2,16082.2,18484.2,14963.5,13523.8,15484.5,8813.29,12145.5,8909.32,9109.33,6426.72,4744.87,4749.01,2932.42,3868.92,3692.34,2968.85,2490.87,1818.88,1798.31,1626.52,2191.15,2039.82,2075.96,2151,2347,2031.12,2024.62,1837.37,1929.3,1673.24,1682.45,1307.44,1836.37,1907.7,1218.31,1526.27,1746.14,1692.74,1165.27,1327.35,1076.17,1442.58,754.657,749.008,605.884,1004.36,1025.28,945.764,697.991,895.959,818.648,978.991,1056.26,1339.82,1020.46,1208.61,764.172,1049.73,739.708,805.228,999.931,1030.63,531.694,566.036,602.441,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,11.899,17.1426,13.6879,7.91476,1.74463,11267.9,
43,03/10/17,18:00:33,,9001.21,5091.37,23106.7,15667.8,20052,26224.9,30322.3,25790.7,21535,26143.3,24321.2,26400.5,24343.4,32625.9,28244.3,23519.4,22853.8,20602,21694.5,19716.3,17964.5,17040.7,17781.4,18280.3,13843.5,10954.1,10099.7,11770.1,13707.8,7874.18,8123.14,5930.96,3861.88,3241.44,3914.72,3936.7,3068.02,2506.29,2074.49,3196.94,1760.34,2273.24,2303.98,2303.1,2571.28,2090.27,1541.05,2043.01,1594.02,2020.11,1552.93,2198.42,1653.67,1618.16,2146.56,1366.9,2071.74,1684.91,1485.8,1218.98,1332.64,986.777,1495.2,971.192,1003.06,572.652,1080.41,844.67,638.766,973.186,645.19,319.054,1170.76,549.539,735.496,726.714,1175.69,1055.09,1010.65,704.233,1066.66,795.147,980.363,1107.94,803.33,768.36,738.788,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.0701,17.4147,13.8824,11.3419,1.74689,10752.8,
44,03/10/17,18:02:48,,1828.31,28997,15219.7,14966.2,12966.8,30869.3,22553.9,25533.8,21137.9,23856.9,28739.4,27031.2,20731.5,17971,26693.2,22643.9,21327.4,22733.6,21529.7,20577.2,15570.7,15653.1,16129.4,18531.7,16885.6,11334.3,8906.8,10072.2,9372.75,9744.99,7442.19,5049.31,7020.11,4567.03,3144.81,3205.18,2626.51,2701.84,1711.51,2130.39,2261.87,1801.15,2185.37,1632,2140.93,1186.41,1901.54,2091.31,1610.69,1775.04,1219.1,1567.7,1589.15,2118.65,1348.06,1610.47,1523.44,1484.59,1391.57,1328.33,1068.45,1023.25,1210.53,1458.12,944.745,753.071,816.683,635.844,845.912,845.124,713.068,981.119,965.745,822.505,951.008,958.696,1108.38,1021.52,811.044,869.992,560.939,969.899,885.182,590.532,1039.7,764.367,790.774,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.1635,17.4399,13.8363,8.50526,1.75699,10279.4,
45,03/10/17,18:05:03,,3000.4,15274.1,23916.6,28066.4,27550.3,14149.1,21526.1,28422.7,22327.9,21098.7,17182,18751.7,26825.4,21079.7,22147.6,19623.4,16532.4,21105.6,19996.9,16544.3,14761.9,16117.9,12475.8,13328.4,12198.8,15041.6,13271.6,13669.3,8331.81,9227.41,9420.82,5238.24,4998.27,3611.15,4130.32,2487.46,2397.15,2254.57,1593.07,1338.87,2175.23,2515.42,2015.11,1556.94,2221.71,1922.24,2072.2,1912.53,2393.9,1909.78,1359.71,2291.02,2063.45,1283.78,1956.11,1350.2,1627.54,1711.99,1618.41,1505.07,1359.28,1084.18,1543.07,1636.16,1155.4,1176.97,1019.3,993.903,698.539,1089.17,874.64,699.42,632.66,557.846,491.111,492.457,547.19,861.989,819.543,795.64,838.83,635.2,956.187,824.768,706.209,567.243,833.57,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.0815,17.5389,13.8782,9.13982,1.77497,9880.76,
46,03/10/17,18:07:18,,0,12728.4,14224.9,10219.2,12958.6,12734.2,28968.5,36066.2,22327.9,20805.8,25651.4,14492.7,25842.4,19446.3,21420.4,16124.4,16738.8,18752.5,22062.4,18478.5,16499.9,18129.4,14964.2,15187.7,13124.8,13026.5,11622,11219.4,9562.7,10495,6302.34,7976.56,3708.9,4857.57,4553.66,2195.07,3270.56,2339.32,1949.89,1999.55,1219.59,1857.38,1677.08,2069.3,1888.38,1512.94,1640.23,2405.89,2326.47,2086.04,2386.93,2243.94,2475.73,1456.82,2177.66,1430.59,1166.95,1361.74,1069.29,1262.68,1205.42,1192.25,869.089,1328.57,1026.65,754.361,554.139,543.094,935.497,916.046,1430.01,833.418,731.39,841.862,881.879,1041.15,697.751,1100.88,804.48,1131.62,625.05,936.965,658.672,780.496,638.066,596.573,719.036,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.6083,18.1475,14.3853,9.13982,1.76895,9414.35,
47,03/10/17,18:09:34,,3000.4,15274.1,19568.1,11224.7,16208.4,21223.6,21965.6,14289.1,16125.1,20238.9,10963.1,18462.5,23359.5,20362.7,17827.7,15545.1,15967.4,12970.5,16306.2,15793.3,12287.2,14436.1,10997.8,11391.4,11327.3,8392.45,11545.9,9904.65,10025.7,10511.4,6724.95,8228.92,4930.56,4514.19,2882.56,3326.31,3280.22,1995.03,1968.26,2255.83,1684.15,2493.08,1757.31,2096.94,1802.69,1572.09,1643.63,1652.75,1638.11,1612.25,2049.52,1776.98,1359.26,1943.24,1535.13,1564.35,1439.74,1392.41,1346.09,1194.81,763.03,1732.67,1437.79,738.607,1217.88,1060.45,832.956,829.564,837.373,1070.46,758.493,789.394,601.726,713.624,698.473,733.601,906.33,1014.45,1028.85,695.084,691.132,442.951,727.652,978.524,699.916,484.183,739.476,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.4556,18.4991,14.4417,10.9411,1.81225,8349.72,
48,03/10/17,18:11:48,,0,7637.06,6522.71,14966.2,18571.5,5011.67,14083.8,12492.1,20740.7,22430.2,24374.7,16219.6,16387.1,17232.4,16462.9,17807.2,17493.7,14989.1,11060,14708.3,9788.6,13779.4,14305.5,11179.6,10800.9,11500.1,9510.97,8684.14,8798.86,6898.6,9021.27,4893.7,5560.6,3424.3,4264.67,3385.23,1774.3,1994.78,1260.91,2370.43,1776.63,1651.52,1700.97,2670.68,1441.63,1673.46,1412.59,1704.76,2112.99,1673.84,1827.84,2061.4,1885.48,1749.94,1462.12,1605.51,1492.68,1070.5,1620.46,1194.71,1274.48,1092.06,1045.51,1170.78,1041.15,962.2,955.237,1244.63,750.234,919.914,1174.76,769.301,648.547,992.49,819.648,926.421,976.461,1018.51,1002.63,893.994,988.497,695.712,997.676,850.301,659.434,617.917,836.862,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.7963,19.6688,15.132,10.1815,1.84117,7679.74,
49,03/10/17,18:14:04,,12001.6,12728.4,13230.2,14811.9,17825.2,20964.9,19272.1,15992,20542.1,16137.8,8527.07,12366,19691.1,13226.8,15171.6,13994.1,12689.4,12575.3,12110,13657.7,8559,9198.25,12160.2,11213.6,11838.9,11921,9815.47,7692.24,10108.8,6915.06,7365.46,5324.09,5566.29,4038.88,3907.74,4490.51,2668.63,1972.71,1871.2,3210.76,1875.73,1296.47,1442.96,2159.49,2657.36,1643.19,1167.04,1398.92,1779.05,2063.51,1713.5,1662.25,2272.93,1651.64,1834.55,1337.42,1722.89,1046.78,1102.24,1197.17,1737.13,1136.21,958.374,1290.01,1110.01,991.583,648.431,918.965,467.092,659.464,971.623,780.563,574.014,950.025,860.129,936.494,1207.48,667.829,923.469,981.448,896.767,744.084,1051.37,959.634,614.913,907.293,867.178,120,15,FALSE,1,0.071,3,0.3,0.3,0.3,25.3075,9448.65,6.97831,159.634,1.2,,Normal Scan,2.93,0.783657,1284.41,12.4512,19.2709,14.6133,8.50526,1.87877,7737.36,
