Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68
Date	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17
Start Time	18:47:00	18:49:19	18:51:34	18:53:49	18:56:04	18:58:19	19:00:34	19:02:49	19:05:04	19:07:19	19:09:34	19:11:49	19:14:04	19:16:19	19:18:34	19:20:49	19:23:04	19:25:19	19:27:34	19:29:49	19:32:04	19:34:19	19:36:34	19:38:49	19:41:04	19:43:19	19:45:34	19:47:49	19:50:04	19:52:19	19:54:34	19:56:49	19:59:04	20:01:19	20:03:34	20:05:49	20:08:04	20:10:19	20:12:34	20:14:49	20:17:04	20:19:19	20:21:34	20:23:49	20:26:04	20:28:19	20:30:34	20:32:49	20:35:05	20:37:20	20:39:34	20:41:49	20:44:05	20:46:19	20:48:34	20:50:49	20:53:04	20:55:20	20:57:35	20:59:49	21:02:05	21:04:19	21:06:34	21:08:49	21:11:05	21:13:19	21:15:35	21:17:50
Diameter Midpoint
 16.8	4686.5	3755.76	2815.9	4622.91	5553.64	8246.83	4334.24	1978.4	4858.07	5044.38	4745.62	4637.64	6454.74	5191.12	3560.33	3403.5	3814.88	4128.55	5000.17	4701.24	5205.86	4838.69	4735.36	2781.78	3575.07	4383.09	3658.05	4079.52	3956.98	2737.57	4431.95	3291.05	4637.64	4348.97	4383.09	6136.42	5220.59	7248.02	5318.31	5871.79	4554.66	4206.88	6440	5803.54	5886.52	4446.69	4671.76	4480.81	6675.16	5524	4966.04	4652.38	3986.45	5695.57	4260.38	3717.16	5920.64	4005.83	4020.57	4554.66	3986.45	5568.38	4510.28	4941.05	4128.55	4113.81	4211.52	4431.95
 17.5	5491.62	5491.62	4919.28	4763.47	4241.5	5006.97	3234.9	4881.97	5800.89	4456.57	3830.33	4947.72	3639.57	4439.98	2190.97	5491.62	3109.89	4028.81	3705.32	4014.59	2786.4	4258.09	3778.79	3390.71	3220.67	3558.38	5168.14	4368.88	3646.07	3308.37	3852.26	3175.64	2440.98	4014.59	4499.23	3773.45	7138.69	4586.92	5300.86	3727.26	5205.45	5139.7	5219.67	3529.94	5153.92	4955.44	3374.12	6212.06	7176.01	4139.59	6396.32	4830.43	3816.11	4669.27	4043.03	4550.77	3433.37	3646.07	5043.13	3742.64	3889.58	6212.06	5713.2	4749.25	2962.95	3249.12	2977.17	3036.42
 18.1	3874.59	4449.11	5291.33	4273.45	5543.09	3819.55	3759.19	3879.8	3950.69	5089.19	3119.11	3315.93	4246.97	4268.13	4574.93	4388.74	4131.67	3567.69	4323.17	3885.12	4186.71	3305.29	4252.28	4842.64	3759.19	3698.94	2720.25	3759.19	4011.05	3239.72	4881.84	4142.31	3502.11	3370.97	2730.78	6117.6	4191.92	6101.75	4750.59	6156.69	5860.52	3486.27	5608.66	3759.3	3168.83	4952.73	3698.94	5225.65	4011.05	4530.52	4651.14	5587.49	5094.51	4454.32	4268.13	4147.52	3885.12	3502.11	4181.39	3315.93	5789.63	4076.63	3315.93	5553.61	5230.97	4459.63	3315.93	1844.15
 18.8	3877.79	3520.09	4126.13	4357.14	3987.13	6194.86	3687.75	5155.46	5155.46	5282.16	3936.1	4714.84	2998.77	3553.78	4970.46	3183.78	2346.73	3132.74	4184.45	4688.42	4815.11	3675.44	3617.13	3393.4	3145.05	2519.42	3604.82	2935.43	3259.43	2998.77	3877.79	3028.43	2456.07	3495.47	4045.45	5467.16	6623.18	5888.2	4688.42	3663.13	5703.2	4011.75	5588.82	5236.15	4096.48	3322.78	3247.12	2998.77	2889.43	4318.41	5194.19	5971.13	3520.09	3478.13	4466.49	3023.39	2838.39	3936.1	4184.45	3074.43	4630.11	3566.09	1976.72	2960.05	2716.73	5416.12	2346.73	2590.04
 19.5	4764.15	5932.73	4837.09	4776.04	3776.72	3466.44	5156.83	2739.71	4670.27	3811.97	2083.49	3431.18	3598.01	3311.1	3061.87	4169.4	4467.78	5194.52	3800.08	5288.4	4324.33	4025.94	2274.09	3680	3395.51	2156.42	3823.86	3811.97	3477.92	3454.55	3764.83	2786.44	3228.69	2774.96	2274.09	5883.57	5467.52	6038.91	3893.97	4181.29	4465.77	4646.49	5420.37	3978.79	4503.45	3263.95	3061.87	2988.93	3155.75	4002.16	3443.07	5121.58	5610.56	3322.99	4002.58	3858.71	3287.32	3586.11	3621.37	4371.47	3357.83	3049.98	2751.18	5718.76	3788.19	3762.4	3466.03	4110.36
 20.2	4023.19	2787.7	4047.93	7493.55	2666.89	4186.5	4947.48	3400.79	2934.71	4514	2909.97	2226.43	4393.19	1735.62	4220.56	3150.72	2666.89	3780.1	2882.9	3600.5	2537.63	3194.1	2797.02	3868.32	3970.49	2916.95	2555.39	2805.46	1830.82	2632.83	4297.99	2564.71	4030.17	3962.05	3255.23	5983.26	4920.4	4558.84	4239.2	4341.37	5274.98	2476.5	5835.37	3746.05	4030.17	3823.48	3071.82	4195.82	4118.39	3866.86	4220.56	3505.3	2693.97	4842.96	2114.94	4368.45	3807.18	3262.21	3228.16	3711.99	4316.63	2589.45	3521.6	3875.3	2978.09	4835.99	2503.58	3797.86
 20.9	2518.55	4673.91	3208.16	3783.24	3760.67	2989.16	2707.88	4915.48	3168.43	3777.83	3093.63	3195.64	3989.72	3041.4	3927.43	3437.2	4281.06	3414.64	2966.59	4375.47	3914.92	3300.11	4265.59	3335.19	2563.68	2528.6	3616.48	3093.63	3282.96	2926.87	4686.43	2874.64	3902.4	3506.6	3875.2	3989.72	3133.35	4564.8	5288.72	4726.15	3777.83	4111.35	3793.29	3466.87	3277.55	3506.6	3484.03	3800.39	3656.2	3484.03	3760.67	2518.55	2949.44	4041.95	2259.83	3133.35	3322.68	3466.87	3466.87	4581.96	4380.12	2282.4	3650.79	4771.28	2374.36	1667.6	2466.32	3116.2
 21.7	3680.72	4588.13	3100.44	4039.49	3666.42	3473.51	2308.37	3326.53	3946.08	4311.52	4458.5	3509.73	3473.51	3906.81	2727.37	3054.5	3514.3	3781.76	1824.54	3408.69	3767.46	3422.99	3150.96	2404.82	3459.21	2556.38	3276.01	4472.8	3422.99	1275.9	3372.47	2953.46	1976.09	2520.16	3716.94	3312.23	5021.44	4265.58	4126.23	3892.52	4458.5	4164.55	5334.27	3437.29	3988.97	4924.98	3043.25	3100.44	4426.86	2953.46	3709.32	3372.47	2616.62	2734.99	2713.07	3261.72	1875.06	2763.59	3569.97	3326.53	2731.95	3247.42	3584.26	3025.9	4874.46	2580.4	1942.92	3233.12
 22.5	2369.77	4593.72	4404.73	4139.15	3983.01	5166.42	3278.91	3141.78	3712.26	3964	3996.85	2525.91	4598.88	3193.64	3780.18	3435.05	3056.5	3618.88	2829.5	2682.04	3027.17	2199.79	4073.45	3605.03	2994.32	3780.18	2380.09	1953.21	2725.22	2550.07	3174.63	2867.51	2399.1	3278.91	3864.88	3974.33	3950.16	4399.57	3353.29	4281.44	4210.01	3070.35	4262.44	4116.62	2265.48	3955.32	3230	3974.33	4631.73	2654.36	3473.06	5067.3	2531.07	2903.88	2701.05	1887.51	1580.39	2838.18	2876.2	2361.09	3454.06	3950.16	1944.53	4437.58	2744.23	4097.62	3945	2714.89
 23.3	1257.28	4243.75	3609.53	2580.95	2883.28	4630.85	3373.57	3004.87	2931.25	3609.53	2883.28	2617.75	2816.91	3366.34	3705.46	2363.39	3252	3016.01	3753.43	3469.5	2750.51	2768.91	3167.18	2164.26	1861.93	2297.02	3591.13	2732.11	2514.58	2532.98	3487.93	1909.93	3421.57	2720.95	2949.67	3771.86	3403.14	3675.9	3052.84	4745.21	3989.42	3650.26	3506.33	2308.19	2732.11	2477.75	3783	4726.81	4660.44	2665.72	1928.33	2816.91	4564.48	3886.19	4413.32	3827.06	3458.37	2872.11	3082.41	3204.01	2798.48	2599.35	3366.34	3336.77	3650.26	2580.95	3023.27	3148.78
 24.1	3014.92	3743.77	3279.47	1920.55	4035.31	2530.63	3888.81	3351.99	3040.46	2768.18	3378.25	2431.11	2914.68	3186.96	4425.64	2166.56	2987.93	2339.33	4452.63	2338.6	2941.67	3305.73	2994.93	1629.74	2941.67	2723.38	3279.47	1265.68	2623.86	1967.53	3598	1675.99	1238.68	2550.62	2331.6	2722.65	3405.25	3743.77	3233.21	3624.27	3935.07	4134.83	2577.61	2822.17	3378.98	2822.17	3459.23	2531.35	4180.35	3769.31	2769.63	2478.09	3232.48	3504.76	4252.88	1848.76	2185.83	1530.22	2458.1	2431.84	2895.41	3160.69	2384.86	2139.57	1947.54	2286.07	2113.3	3868.1
 25.0	4244.66	3114.32	3607.99	3421.37	2310.72	3443.9	2973.46	2263.53	3606.56	3490.37	3279.82	3774.92	2124.1	3279.11	2124.1	2146.63	2760.77	2641.74	1911.41	3348.1	3183.31	2690.34	3043.89	2948.09	3185.45	2548.08	3137.55	3538.99	1933.94	2336.09	1650.82	2005.07	3185.45	2429.75	2736.1	3396	4293.26	3066.42	4553.15	3279.11	3633.36	5000.35	3397.43	2784	3043.89	3302.34	2641.74	3255.87	2594.54	3985.48	2924.86	1981.84	2948.8	3774.92	2430.46	2922.72	3396	3610.13	2854.43	2545.94	3327.01	2876.96	1178.95	2973.46	2500.88	3114.32	2005.07	2337.5
 25.9	2891.37	2011.23	4489.84	2555.57	2353.23	3231.29	3111.91	1653.1	3581.37	3848.47	2385.5	3486.18	2312.67	3020.88	3164.46	2608.12	2201.36	2883.29	3550.94	2937.92	2727.51	2286.4	3138.18	2405.78	3550.94	1460.89	2693.16	3360.81	2110.33	2476.53	2417.99	3211.01	2889.29	1697.58	3506.46	3415.43	3591.5	4560.59	4730.66	4259.15	3486.18	2792.26	4101.28	3544.95	3550.94	3453.91	3735.08	2148.81	2432.06	2911.65	4232.87	3662.25	2936.06	3322.32	3047.15	2695.24	3002.68	2312.67	3433.63	3553.02	2614.12	2628.4	2654.68	2148.81	3623.77	2836.74	2496.81	2423.98
 26.9	2802.21	3522.46	2987.15	2336.47	5003.78	2677.61	3104.65	2392.56	3337.51	3104.65	2408.89	2526.39	2827.76	2978.98	1999.24	2987.15	3580.68	4057.76	2409.95	2275.06	2827.76	1916.53	3354.91	2702.1	2292.45	2184.18	2636.78	2887.04	2258.73	3053.53	4076.22	2007.41	2141.23	2668.38	3087.25	2158.63	3264.03	3622.56	3055.65	3096.48	3345.68	2577.5	2969.75	2878.88	3873.89	4736.13	2568.27	3623.63	2392.56	2819.6	3280.36	3648.12	2839.11	3237.41	2961.59	3407.08	2685.77	2685.77	3648.12	2158.63	3479.51	2611.22	2318.01	2686.84	2919.7	2443.67	1623.32	1515.05
 27.9	2461.27	2868.32	2467.83	1724.58	2741.83	4026.53	3380.9	2740.51	1957.88	2632.38	2330.82	2081.77	2209.57	1578.38	2235.81	2855.2	2498.02	1951.32	3645.71	2711.64	2087.01	2087.01	3508.71	2337.38	2461.27	1570.5	2461.27	2731.32	1830.07	2612.71	2641.58	3363.83	2459.95	1577.06	2081.77	4566.63	3129.21	3276.69	3902.64	3401.9	4390.28	2985.65	2072.57	2080.45	3653.59	3258.33	2459.95	1853.71	3502.15	2869.64	3629.96	2740.51	2482.26	3622.08	3772.2	2777.26	3502.15	2863.08	1823.52	2726.08	2473.06	2209.57	2997.44	3151.52	2361.01	4018.65	1951.32	2474.38
 28.9	3271.03	3018.32	2761.41	3282.72	2420.13	2282.64	2767.8	3294.4	2916.97	3371.28	2383.98	3163.3	2420.13	3258.25	2790.07	2509.79	3635.68	3264.64	2150.44	2534.25	2719.58	2395.67	3264.64	2251.78	2641.99	2125.97	1779.4	2533.16	2276.25	1000.08	2191.88	2024.63	1647.2	2622.82	1401.97	4059.84	3031.1	3940.42	3384.06	1640.81	3037.49	3558.8	3390.45	1791.08	2887.22	3156.91	3138.84	2779.48	3558.8	2162.12	2815.63	3060.86	3582.17	2258.17	3773.17	2760.31	2408.44	1539.47	2426.52	2545.94	1993.77	3282.72	2928.66	3887.3	3384.06	3019.42	2258.17	3294.4
 30.0	2538.38	3076.38	1755.77	2981.11	3127.8	2251.24	1877.41	2329.04	1911.36	3120.22	2390.36	2616.17	2841.99	3041.1	1676.97	2607.27	2702.55	2633.65	3589.33	3536.58	2980.1	2293.76	2120.7	1242.82	1851.04	1538.85	1590.27	2815.61	1833.56	1877.41	1876.41	2589.8	1955.21	2919.46	1156.44	2928.68	3050	3119.22	3093.85	3250.77	2537.05	3138.02	2242.34	2667.59	3162.75	3319.66	2199.82	3494.06	2545.95	2207.39	3015.05	3623.27	2267.71	2242.34	2468.16	3145.27	1468.63	2693.97	2789.24	2746.72	1755.77	1981.58	1946.63	2242.34	1634.12	2728.92	1459.73	2059.37
 31.1	3932.7	3162.52	1911.61	3602.35	2200.47	2890.18	3281.21	2505.09	2017.82	3127.57	2986.11	2305.92	3278.24	1908.34	1992.08	3185.28	1581.26	2091.29	3104.81	2142.76	2348.17	2168.49	2062.28	1992.08	1699.95	2091.29	2024.06	2267.7	2056.04	1135.48	1899.12	1706.2	1818.65	2405.88	2036.55	3666.31	3599.08	2594.78	3422.67	4170.09	2857.9	3258.75	3098.56	3101.54	2319.17	2354.41	2665.28	3111.05	2229.47	2591.8	2886.91	3211.01	3955.16	2710.5	2331.65	2643.27	1636	2915.91	1873.39	2777.73	3098.56	1610.26	2797.22	2591.8	2117.02	1966.35	1100.23	1873.39
 32.2	2155.61	2459.43	2023.49	2433.59	2255.26	3198.58	3038.86	1791.72	1854.17	2120.77	2027.11	1914.84	2043.34	2076.94	2433.59	1938.83	2637.76	2089.55	2293.72	2611.39	1309.58	1776.73	1865.01	2306.33	2162.84	2425.83	1811.57	2440.82	1745.51	1344.41	1645.86	2177.83	2023.49	1973.67	1760.5	2637.76	3170.97	3502.4	2275.11	3117.53	2992.64	2637.76	2753.64	2080.55	3217.18	1498.75	2209.05	2424.59	2491.89	2900.75	2521.87	2738.65	3089.92	2089.55	2424.59	2819.7	2503.27	3163.74	1773.12	2553.09	2290.1	2039.72	1773.12	2240.27	2205.44	2085.94	3132.52	1263.36
 33.4	2767.72	2774.75	1909.79	1607.54	2393.93	2802.49	1720.88	2091.68	2471.5	2809.52	1833.22	2361.16	2544.04	2308.33	2126.45	2022.13	2429.7	2317.36	2361.16	2044.19	1686.11	1799.45	1990.36	2517.29	1999.39	2224.07	1920.82	1946.57	3069.97	2698.18	2258.84	2326.38	1685.11	1876.02	1607.54	4010.5	3001.43	3708.24	4384.29	2966.66	3191.34	3777.79	2584.84	4149.58	3708.24	1956.59	2663.41	1867	3418.02	2619.61	3258.88	2889.09	2673.43	1868	2134.47	2024.13	2361.16	1980.34	2247.82	2584.84	1945.56	3035.2	1868	2136.47	1643.31	2273.56	2584.84	3001.43
 34.6	2112.7	2525.85	2183.83	1962.62	1723.12	2530.55	1941.19	2477.72	1976.75	2227.24	2742.34	1941.19	2937.41	2957.26	3883.94	2525.85	1797.38	1248.28	2697.36	988.375	1787.96	1863.79	2238.22	2052.58	1537.47	1789.53	1976.75	2017.01	1862.21	1908.77	2304.64	1897.78	1350.25	1427.65	2382.04	2700.5	2600.1	2853.73	3367.27	3028.39	2259.65	1829.79	2601.67	3378.26	2621.53	2380.46	2853.73	2445.3	1972.03	1359.67	3260.59	1689.13	1492.49	2488.71	1899.35	2018.59	1753.97	2972.97	2194.82	2259.65	2819.74	2193.24	2456.29	1392.09	1797.38	2971.4	2052.58	2270.64
 35.9	2349.84	2720.49	2360.91	1768.92	2933.75	2392.39	2235.12	2807.84	1840.08	2124.39	2843.43	1488.71	2448.38	3285	1674.6	1919.34	2128.49	1141.45	2034.06	1547.56	2069.64	2231.02	2507.23	1492.82	1520.19	2076.61	2159.97	1942.61	2839.32	2479.86	1516.09	1536.49	1464.2	2187.34	1386.19	1938.5	2874.9	3194.79	3111.43	3798.99	3052.58	2605.65	2080.71	2242.09	2859.73	2740.9	2421.01	1852.28	1559.76	2613.86	1919.34	2053.34	2310.28	2017.76	1835.98	2348.72	2444.28	1520.19	1808.6	2546.8	1595.34	2017.76	2555.01	2689.02	2341.75	2207.75	1733.45	1595.34
 37.2	2386.87	1969.45	2000.09	2424.15	2282.51	2249.08	1787.53	2491.22	3521.27	2178.16	1225.47	1454.32	2080.45	1889.08	1501.25	1814.32	1558.68	1982.74	2289.16	1616.1	2107.24	2575.44	2137.87	939.193	1538.53	2360.08	1683.17	1969.45	1383.6	2184.8	2407.01	1124.12	2814.78	1969.45	1898.53	3090.56	3144.14	2477.73	3215.06	2407.01	2888.5	2397.36	3285.78	2919.14	2231.73	1396.9	3106.86	2100.59	3137.49	2158.02	2251.88	2309.3	1683.17	1616.1	2471.08	3208.41	2615.72	1955.95	2999.5	2026.87	2686.44	2242.23	1434.18	1636.24	1703.31	1460.97	1642.89	848.334
 38.5	4243.47	2224.55	3643.78	2081.7	2966.22	2386.98	2903.45	2294.63	2029.39	2913.91	1847.38	914.565	1512.92	2599.04	2193.16	1909.67	1502.46	1927.92	1929.26	1948.85	701.164	2842.49	2039.85	1116.16	1836.91	2609.5	2721.43	1990.22	2185.38	1918.8	1890.09	1443.7	1228.1	1178.46	1512.92	2812.44	2801.98	3267.95	2477.98	2488.45	3146.89	1826.45	1745.91	2039.85	2417.02	1930.6	2864.28	1909.67	2813.78	1736.78	2082.57	2011.14	3025.84	2466.65	2821.56	2976.21	1788.62	1014.7	2862.07	1715.86	1249.02	923.688	1319.1	2121.74	1585.68	2060.78	2638.21	1797.74
 40.0	6135.67	2752.62	2273.29	2732.12	2026.03	2175.28	2185.53	2384.34	1887.31	2171.08	2361.04	2062.82	2374.09	1486.88	1983.92	2165.03	2186.93	1887.31	2165.03	1668	1679.65	2361.04	1577.44	1391.69	1479.44	1578.85	2463.25	893.253	1754.36	2372.69	1768.81	2086.13	1972.26	1590.5	1478.04	2670.91	3176.79	2957.48	2485.15	2770.32	2263.04	1689.9	2961.68	2773.12	2263.04	2145.94	1687.1	3056.88	2453	2650.41	1381.44	2559.85	1966.22	2350.79	2280.73	1279.23	1966.22	2186.93	1071.57	1774.85	2252.79	2176.68	1689.9	1279.23	2165.03	2255.59	1391.69	1380.03
 41.4	6266.83	3116.56	2019.72	2210.56	1904.75	2033.82	2695.84	1921.57	1712.55	1828.89	1440.39	2280.52	1340.87	2199.2	1939.76	2324.17	1807.97	2165.55	2293.25	1549.9	1920.21	1730.74	2519.1	2098.32	1147.31	1615.76	2002.9	1534.44	2005.63	1861.1	1324.05	1793.87	1248.19	2404.13	2085.59	2681.75	3747.73	2764.44	2388.67	2019.72	2987.56	2938.45	2872.58	2357.75	2019.72	1614.4	2406.86	2586.33	1824.79	2422.32	2404.13	1908.85	2939.81	1343.6	2022.45	2101.05	2405.49	2113.78	2033.82	1649.41	2406.86	2307.34	1517.62	2325.53	1534.44	1339.51	1807.97	2227.38
 42.9	2529.14	2321.24	2008.13	2387.74	1864.81	3100.02	2482.19	1818.32	1896.6	1533.61	1564.94	1911.3	1501.37	2212.64	1486.21	1107.05	2434.23	1199.48	2466.02	1961.18	1564.94	2355.96	1581.57	2434.23	1280.23	2181.31	1580.1	2387.74	1548.77	2068.77	1738.12	1974.88	1470.04	1913.23	1563.93	1896.6	2940.08	1532.14	2592.25	2672.45	2861.35	2306.08	2655.37	2179.84	1976.34	2560.92	2197.94	2371.12	1913.23	1771.38	1691.18	2276.21	2496.34	1596.73	2039.46	2687.16	1564.94	1754.75	1739.59	1613.36	1659.85	1754.75	1706.79	2182.78	1122.21	1912.77	1169.16	1359.98
 44.5	2224.58	9444.64	1665.16	1985.16	2459.63	1646.11	1793.02	1785.01	1511.13	1927.56	2004.65	1874.04	2614.11	1422.98	2841.6	2386.18	3014.69	2120.14	1923.63	2386.18	1257.02	1503.56	2243.63	1534.54	2097.16	1511.13	1719.56	1110.11	959.995	1102.54	1935.56	1912.15	2224.58	1977.59	1330.03	1873.6	2429.09	2243.63	2263.13	2490.17	1986.04	2799.13	2109.09	2004.65	1923.63	2008.58	2447.7	1781.09	2497.74	2698.61	1831.57	1923.63	1453.52	1873.6	1719.56	2255.56	2132.07	2317.09	1719.56	2725.23	2089.6	1677.09	2058.61	2262.68	1788.65	1473.02	1842.61	1584.58
 46.1	1861.83	1898.28	1765.14	2066.53	1732.41	1703.38	1821.67	1829.1	1452.62	2032.28	2309.87	1752.49	1298.54	2689.4	2164.75	1723.46	1389.33	2044.93	2812.92	1451.09	2024.85	2297.22	1681.78	1913.99	635.521	1200.33	1247.91	907.886	1730.88	1752.49	1823.2	2178.93	1438.44	1509.15	1781.52	2862.03	2680.45	3205.1	2248.11	2115.64	2560.63	2388.01	2177.4	1654.27	1138.57	2315.77	1380.38	2024.85	2037.5	2435.59	1834.32	1774.09	2003.25	1590.99	1369.25	2164.75	1821.67	1801.59	915.311	2379.05	1661.7	1108.01	2024.85	1541.88	1815.77	1863.35	1732.41	2137.25
 47.8	2490.85	1965.56	2087.07	2195.25	1940.19	2540.75	1285.28	2166.78	6626.78	773.313	1462.47	2190.81	2106.66	2378.71	2093.34	669.566	1840.88	2352.85	1723.81	1719.37	2177.5	2018.06	2166.78	974.531	974.531	1393.47	1438.44	1408.62	1892.12	1216.28	1501.66	1240.31	1561.78	2126.25	1501.66	2082.63	1821.29	2545.19	2722.38	2717.94	2058.6	1823.12	2432.56	2438.84	1404.18	2384.5	1797.25	1920.59	1551.06	2412.97	2240.22	1581.37	1821.29	2352.85	1949.06	1827.56	1998.47	1743.41	1417.5	1270.13	2009.19	2510.44	2186.37	2175.66	1674.4	1901	1949.06	1324.47
 49.6	2809.51	2362.45	2281.52	1361.25	2992.25	2557.19	2347.83	2352.19	5002.29	1974.7	1657.62	2030.74	1473.33	1983.42	1809.39	2169.44	2088.33	1131.18	2097.05	1952.45	1813.75	1734.37	1077.95	1305.21	1989.51	1794.77	1108.93	1195.94	1465.7	1657.62	1744.63	2001.32	2126.48	1970.34	1657.62	2434.84	2871.45	2291.78	2086.78	2464.27	1369.97	2248.82	2936.21	2023.11	1691.41	2161.81	1508.66	1574.97	2577.89	1631.01	1769.7	1231.27	2057.36	1653.26	2697.43	1834.46	1821.38	2122.12	1305.21	1479.23	1251.98	1970.34	2004.13	1243.26	1456.98	1369.97	1877.42	1744.63
 51.4	1685.14	1821.1	1999.08	1962.85	2190.1	2506.21	1767.25	1741.41	1796.47	1654.71	2077.56	1770.63	1801.06	2390.3	1141.78	1339.8	1504.98	1222.68	1504.98	1770.63	1483.73	2220.53	1907.79	1248.51	1464.91	1344.4	1509.57	1082.13	1825.69	1334	1966.24	1282.33	1086.72	1338.6	1966.24	1399.46	2530.84	1651.33	2135.04	1991.11	1587.09	1364.43	2758.09	2497.03	1796.47	1758.06	1993.28	2393.68	2054.14	1680.55	1967.45	1872.77	1877.36	1984.1	1564.63	1852.74	2313.99	1514.16	1564.63	2163.05	2164.26	1304.78	1109.18	1394.86	1467.78	1133.81	2002.47	1538.79
 53.3	1764.32	1480.42	1616.59	1371.01	2437.82	1965.58	1616.59	1822.95	1894.03	1919.42	1564.43	1169.75	1253.77	2114.22	1415.33	1371.01	1532.58	1810.02	1448.56	1589.83	1415.33	1752.77	1875.1	1623.06	1589.83	976.327	2139.61	1732.47	911.24	1196.52	1001.72	1589.83	1085.74	1137.89	1344.25	2475.67	2269.32	1791.09	2250.39	2057.44	2670.94	1765.23	1836.78	1572.27	2049.13	2315.48	2295.18	1428.26	1959.12	2062.06	1557.97	1765.7	2017.28	2082.83	2243.02	1526.11	1092.2	1092.2	2126.68	1816.48	1791.09	1416.71	1520.11	1377.48	2174.22	1268.07	1085.74	1344.25
 55.2	1363.18	1121.76	2078.33	1534.72	6083.95	1570.91	1294.13	1734.42	2407.86	1251.58	1740.78	1659.86	1988.55	2455.93	1541.07	998.29	2036.62	1375.89	1665.38	1329.49	1871.44	1383.08	2155.41	1905.96	1369.53	1080.88	1547.43	1824.21	1375.89	1003.81	1410.41	1328.66	915.699	880.339	825.915	1877.79	1807.91	2030.27	2587.43	1817.85	1941.32	2056.52	2084.69	1783.33	1595.5	1134.47	1411.25	2271.69	1452.12	1169.83	2492.13	1658.19	1188.89	1652.67	1899.6	1506.55	1776.97	1651.83	1808.75	1410.41	874.821	1630.02	1238.87	1652.67	810.457	1942.16	1658.19	1693.54
 57.3	1583.27	2155.57	1553.65	2078.16	14829.9	2032.52	2154.75	1871.74	974.575	2037.96	1786.72	1951.3	1628.09	1505.86	1745.7	2203.37	1266.01	1502.06	1623.47	980.528	1757.1	1180.18	1460.22	1222.02	1181	1383.62	1420.84	1379.82	1668.29	1303.23	1786.72	1634.87	1139.98	933.556	1550.68	1993.15	2318	2897.9	1788.87	900.136	1339.63	1996.12	2199.57	1914.91	1948.33	2232.99	2365.8	1266.01	1502.06	1387.42	1626.45	1713.11	1952.13	1708.48	1871.74	1136.18	1675.06	1790.52	859.117	1790.52	2398.4	1262.21	1550.68	1391.22	1351.03	1833.69	1952.95	1107.38
 59.4	1321.79	1928.35	1266.9	1357.98	3303.89	1238.17	1477.81	1318.05	1561.43	1837.28	1721.2	1238.17	1477.81	1637.58	1241.9	2269.16	1394.19	1241.9	1677.53	1670.05	1550.22	1673.79	1437.88	1434.14	1361.72	1238.17	1365.46	1089.6	1557.7	1274.38	1329.24	1913.42	1005.98	1721.2	1270.64	1441.6	2247.88	2265.42	2327.76	1997.04	2040.73	2033.25	1757.39	2324.03	1764.87	1757.41	2073.19	1764.85	1960.84	1633.84	1441.6	1953.37	1281.84	1717.46	1441.6	1293.03	2153.07	1078.4	2193.02	1645.04	1797.34	1194.5	2084.38	1281.82	1586.43	1321.77	1245.62	1993.3
 61.5	1529.38	1479.08	1100.54	1251.14	1686.57	1843.25	1843.75	1686.57	979.237	1643.35	2079.53	1843.75	1686.32	1136.67	2394.4	1686.57	1529.38	2629.43	943.359	1729.03	1529.13	1571.85	2358.52	1650.69	1092.96	1529.13	1643.1	2150.29	1215.01	866.019	1522.05	1250.39	735.622	1450.29	864.516	1644.36	3287.21	2157.87	2107.82	2036.07	1764.91	1922.35	2194	2186.41	1957.72	1572.35	2114.66	1793.7	1923.1	1921.85	1643.6	2393.65	2115.66	1057.33	1093.21	1871.79	1250.64	1371.95	1450.79	1286.27	1293.36	1807.88	1399.99	1478.83	1021.95	1442.95	1442.95	1328.73
 63.8	1455.83	1578.44	1565.49	1777.9	1855.74	2165.6	1346.41	1610.52	1687.86	1546.61	1533.17	1223.8	914.675	1687.61	1500.61	1501.1	1269.07	1456.08	1159.9	1269.56	1314.58	882.847	1268.82	1469.27	1333.71	1146.7	1965.65	928.115	1842.54	1654.8	1159.65	1656.03	1501.59	1211.1	1256.37	1809.73	1719.44	1578.69	1533.17	2384.44	1688.1	1346.41	1810.22	1855.74	1829.6	1810.47	2010.92	1474.46	2151.18	1301.64	1829.35	1810.72	1545.87	1501.59	1314.58	1346.66	1655.78	1410.81	1004.97	1223.8	1656.03	1701.3	1301.64	1269.32	1146.7	1656.28	960.19	1733.62
