Sample File	D:\OlinCollege\All_data\OlinCollege\Austin Air PREFILTER\High1.S80
Classifier Model	3080
DMA Model	3085
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01905
DMA Characteristic Length(cm)	0.04987
CPC Model	3775 Low Flow
Gas Viscosity (kg/(m*s))	1.822e-005
Mean Free Path (m)	6.642e-008
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	TRUE
Gas Density	0.0012
Units	dw/dlogDp
Weight	Number
Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
Date	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17	03/17/17
Start Time	14:26:00	14:31:04	14:36:03	14:41:04	14:46:04	14:51:04	14:56:04	15:01:04	15:06:04	15:11:04	15:16:04	15:21:04	15:26:04	15:31:04	15:36:04	15:41:04	15:46:04	15:51:04	15:56:04	16:01:04	16:06:04	16:11:04
Diameter Midpoint
7.10	13457.6	4485.86	1.38358e+006	4.55408e+006	3.68035e+006	2.18701e+006	1.3743e+006	1.56953e+006	494209	125026	37708.1	12227.4	4485.86	4485.86	1495.29	1495.29	1291.08	0	0	0	0	0
7.37	8880.71	3806.02	1.30206e+006	4.14334e+006	4.03132e+006	2.27452e+006	1.38704e+006	1.39248e+006	437533	133417	48025.9	14999.2	5074.69	5340.83	1534.81	1268.67	1268.67	1268.67	0	0	0	0
7.64	8668.46	7584.9	1.20117e+006	3.72563e+006	3.5847e+006	2.08402e+006	1.27086e+006	1.37231e+006	391074	102308	39287.3	8668.46	1083.56	2193.09	856.25	1083.56	0	1083.56	0	0	0	0
7.91	2796.97	932.325	1.15334e+006	3.37713e+006	3.28518e+006	2.03691e+006	1.22433e+006	1.23252e+006	350951	91855.7	31495.2	9555.26	2096.66	3511.37	932.325	932.325	0	0	0	0	0	0
8.20	3231.07	7269.9	1.04707e+006	2.90837e+006	3.00063e+006	1.92229e+006	1.26385e+006	1.13956e+006	314538	103623	27674.6	7068.89	3030.05	0	807.767	0	0	0	0	0	0	0
8.51	7405.35	2820.54	886250	2.68959e+006	2.6337e+006	1.82132e+006	1.20984e+006	1.05532e+006	309652	71913.5	24851.5	6346.22	2115.41	705.135	705.135	0	0	0	0	0	705.135	0
8.82	10963.3	8036.15	766449	2.4704e+006	2.41034e+006	1.70486e+006	1.14763e+006	980464	258059	91621.7	20698.8	5563.49	3708.99	0	1236.33	0	618.166	0	618.166	0	0	0
9.14	8033.43	10455.3	619253	2.00132e+006	2.29349e+006	1.6904e+006	1.05839e+006	912286	266472	73981.1	15687.9	8278.61	544.171	1088.34	1632.51	0	0	0	0	0	0	0
9.47	7715.48	6166	514868	1.83608e+006	2.17122e+006	1.49258e+006	1.00307e+006	859749	234643	69043.4	29727.4	9541.52	2893.31	86.0138	0	0	482.218	0	0	0	482.218	0
9.82	14996.5	9426.36	488955	1.54135e+006	1.87669e+006	1.39543e+006	970671	779275	222755	67835.8	22888.4	8997.89	4284.71	2922.87	856.942	485.144	856.942	428.471	428.471	428.471	856.942	0
 10.2	9969.11	13831.9	375814	1.34236e+006	1.60922e+006	1.35552e+006	909574	758640	229331	55768.2	19887.5	6518.27	1917.14	766.855	383.427	1482.99	383.427	28.5567	383.427	0	766.855	383.427
 10.6	10319.6	9951.6	307205	1.16645e+006	1.46307e+006	1.20741e+006	882999	715286	195569	59381.9	22357.3	8255.98	3439.34	345.491	687.869	687.869	343.934	318.319	343.934	1.55702	0	0
 10.9	11701	13603.3	255302	983682	1.29732e+006	1.09955e+006	847221	665838	216532	69636	25046.2	5207.21	4280.93	926.289	927.689	618.459	309.23	0	0	617.059	0	309.23
 11.3	13133.5	13831.3	244677	824834	1.12636e+006	1.00742e+006	783588	647688	211687	73895.9	19470.7	5026.8	2000.44	1628.65	838.625	0	838.625	1069.57	0	0	0	0
 11.8	14674.6	12663	197303	696417	965234	889091	743173	600152	184580	55450.9	16966.3	6094.01	942.136	2832.45	760.467	506.978	506.978	804.537	0	253.489	506.978	253.489
 12.2	14943.4	12705.3	171701	576196	800423	778495	669884	576647	178344	62382.8	20357.4	6616.69	2138.29	827.581	460.672	460.672	921.345	460.672	460.672	691.009	230.336	460.672
 12.6	15841.2	22552.6	153604	482515	711306	703778	626836	554292	164277	54653.8	20371.1	5229.11	2734.3	1347.6	401.451	630.991	420.661	420.661	1051.65	420.661	95.56	210.33
 13.1	16460.7	35697.6	134864	413806	593865	605482	557157	494918	147607	50621.7	18386.8	6080.96	2563.85	578.301	210.373	192.767	578.301	578.301	385.534	771.068	297.954	192.767
 13.6	15055.1	61246.4	108367	352295	492375	545363	503637	440930	137812	49012.4	16439.9	7995.72	2596.87	1612.94	883.305	0	883.305	176.661	176.661	706.644	706.644	529.983
 14.1	17705.6	67151	97486.8	303379	445015	464218	451543	407937	127100	46208.5	14832.2	6427.74	2915.59	1922.65	962.668	647.909	647.909	638.713	485.932	809.887	0	323.955
 14.6	17253.9	77551.2	91442.6	258514	364176	396692	374871	351134	123388	39252.7	14541.2	7713.13	3425.04	2045.92	306.284	893.488	148.915	306.284	0	705.687	148.915	297.829
 15.1	18075.1	54382.7	89072.6	223984	294981	332205	337314	327225	100287	37947.6	12533.5	4098.06	2339.59	1412.16	137.623	825.736	688.114	137.623	550.491	586.428	275.245	412.868
 15.7	12552	75959.8	93367.4	193608	246334	289499	295983	275269	87417.7	34056.8	11835.2	5272.45	2680.36	800.905	765.818	638.182	673.269	255.273	382.909	893.454	127.636	638.182
 16.3	17150.8	88913	76065.6	167078	220846	244053	251338	247888	80447.2	29834	11943	4764.57	2252.52	797.287	950.061	237.108	917.47	237.108	237.108	475.845	357.291	592.769
 16.8	12110.8	94953.8	79394.8	157504	195177	199419	214280	201659	72973.3	23969	8710.86	4078.96	1323.4	1213.12	770.467	441.133	1152.5	963	551.416	410.068	549.9	330.85
 17.5	12831	88315.6	73132.7	140470	157078	179113	185380	166423	61858	22630.5	7863.08	4365.13	1440.33	661.42	514.404	617.285	1128.07	233.327	617.285	439.089	102.881	617.285
 18.1	13247.5	89608.7	67483.3	122820	125967	146161	160297	145999	52433.5	18702.9	6494.07	3428.59	1633.82	727.629	480.536	192.215	727.629	288.322	480.536	768.858	576.644	202.177
 18.8	8267.95	86375.3	66597.4	112789	109329	128858	133885	123383	42818.9	14625.1	6617.03	2489.05	1396.16	810.136	540.091	720.121	630.106	180.03	540.091	450.075	720.121	530.76
 19.5	8925.64	86422	65162.5	102214	103612	108669	118654	98909.4	38581	14118.9	5150.98	1910.09	917.779	1129.68	844.155	590.908	707.605	337.662	590.908	253.246	675.324	168.831
 20.2	6653.19	80536.2	68601.6	83877.3	96720.4	93112.2	96457.6	86763.3	31490.2	11983.7	4391.84	1713.48	841.584	603.794	792.631	396.316	524.531	158.526	396.316	395.088	237.789	713.368
 20.9	6299.58	67116.2	60297.4	78502.2	79434.2	82382.2	82721.7	76001.3	28394.8	9705.25	4240.76	1524.52	444.361	816.543	147.407	223.552	339.826	446.562	149.034	447.161	455.019	221.885
 21.7	4888.11	63883.4	62223.1	73258.6	77982.1	78701.6	72163.4	64658	22868.9	7968.12	3651.68	1880.21	981.105	629.807	138.583	210.116	520.583	498.552	419.486	349.201	61.1254	417.533
 22.5	4320.56	61800	61199.6	68803.8	70143.8	67124.4	67090	55407.4	21778	7520.92	3220.24	1738.36	495.481	262.06	394.382	63.9646	130.389	189.738	262.76	129.646	328.55	196.836
 23.3	3878.58	63733.5	58720.8	63579.9	61676	61088.5	59353.3	49461.6	17311.5	7272.71	2306.54	744.661	459.101	185.76	317.602	182.849	371.463	61.4946	60.7702	247.222	122.168	130.345
 24.1	2562.97	60854.2	56228.9	58993.8	56779.1	57862.7	54292.7	43231.1	15865.6	6642.4	2375.84	1187.69	632.022	228.6	454.982	89.2838	173.228	89.2976	174.734	207.114	174.668	108.517
 25.0	3295.5	59954.2	57435.5	54865	55558.7	56684.3	50319.1	39448.3	14098.3	5499.28	1468.28	895.469	323.132	0	164.511	134.3	164.221	132.704	163.957	245.009	50.5766	221.275
 25.9	2901.28	71475.2	56997.5	52711.4	50257.7	48901.1	47389.3	38748.8	13239.3	5240.18	1946.18	1006.8	308.492	366.289	154.509	207.545	156.639	104.77	153.85	440.301	50.795	260.434
 26.9	2755.49	70249.4	55202.2	47768.4	46183.8	46103.6	42099.7	34719.4	13418.8	4609.91	1928.51	845.216	293.527	148.746	85.62	96.9609	199.061	0	46.7431	77.635	97.8626	148.734
 27.9	2703.56	73192.9	51955.6	45497.6	45319	42360.7	40699.4	30385.9	11668.8	4353.3	2032.45	870.93	565.247	422.557	247.011	237.442	43.4825	92.2057	94.0217	93.1392	92.8894	91.9043
 28.9	2812.98	75392.9	50402.8	43460.2	40340.8	40694.7	36431.5	29889.5	10545.6	3600.82	1557.48	728.438	265.896	402.253	222.463	181.355	176.596	89.6251	89.7512	88.4527	87.3525	177.36
 30.0	1832.79	80190.3	48309.8	39623.6	37780.5	38256.3	35566.2	27676.9	9457.4	3418.6	1538.35	573.565	207.417	237.963	123.108	0	0	40.9769	0	82.941	81.7736	126.079
 31.1	2657.58	90050.6	49616.7	36598.8	35714	34965	31166.4	24828.3	9578.6	3240	1390.46	438.894	122.049	134.869	118.666	35.5621	119.901	39.6657	120.546	122.313	38.0046	245.703
 32.2	2380.33	96721.3	47829.8	35961.4	33137.9	31061.8	28258.9	22273.9	8287.89	3869.66	1056.05	609.809	393.691	72.788	35.6991	108.449	72.6152	34.7471	32.3397	115.836	36.9071	34.6715
