Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Date,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017,3/28/2017
Start Time,11:57:00,12:02:04,12:07:03,12:12:03,12:17:04,12:22:03,12:27:04,12:32:03,12:37:03,12:42:03,12:47:04,12:52:04,12:57:04,13:02:04,13:07:04,13:12:04,13:17:04,13:22:04,13:27:04,13:32:04,13:37:04,13:42:04,13:47:04,13:52:04,13:57:04,14:02:04,14:07:04
Diameter Midpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.6,496.231,945.473,1152.48,905.571,892.878,1194.28,1050.19,929.925,803.017,827.482,967.66,1218.5,1206.03,1128.74,1255.86,1247.73,1069.4,818.523,1527.85,976.207,928.416,990.818,1228.35,1094.8,858.125,985.279,841.061
51.4,990.35,861.819,779.946,908.918,836.077,793.451,938.344,776.991,527.647,1035.94,762.082,1324.48,1595.08,1236.57,922.46,1179.29,819.382,817.597,1305.68,1010.76,1120.56,1058.5,937.63,819.162,963.524,933.373,735.911
53.3,744.725,1064.39,820.822,864.507,962.865,690.812,553.787,980.728,634.636,814.399,536.616,1512.92,1077.39,1373.41,1046.18,1090.37,854.799,1065.16,985.508,1039.02,1058.22,987.181,716.626,789.879,1246.12,901.867,852.174
55.2,918.421,787.725,999.168,895.972,779.361,701.617,668.141,760.334,783.273,757.797,777.063,1084.4,1014.33,1185.69,1032.89,1098.5,1124.43,1153.86,739.034,692.168,1018.02,1142.28,822.216,560.239,1115.9,687.807,775.476
57.3,795.653,721.782,816.059,734.941,990.36,747.87,811.458,664.617,793.242,749.836,733.529,1141.34,1243.22,914.631,624.259,895.477,1299.44,1209.04,795.155,991.887,720.508,935.508,1006.34,1054.4,662.808,739.983,587.683
59.4,670.941,704.643,778.353,734.046,964.495,833.151,763.683,1030.74,921.111,621.382,614.706,1182.3,1097.19,936.605,770.428,891.662,993.528,901.184,547.719,970.905,1106.66,759.058,654.326,598.472,685.803,877.865,600.827
61.5,856.27,980.046,703.819,1036.65,676.331,426.821,822.548,897.094,704.044,458.05,494.806,942.241,1012.48,1171.5,1359.26,989.444,698.499,795.597,994.641,938.436,950.28,928.61,923.464,803.122,866.492,744.705,633.087
63.8,801.635,822.689,724.116,968.989,667.717,774.018,896.946,580.806,584.367,503.063,686.876,1214.22,843.833,1202.29,942.409,1072.2,654.382,570.431,686.438,855.625,771.119,643.727,565.428,901.262,738.5,736.831,735.665
66.1,531.62,547.822,648.026,619.723,621.169,941.496,600.199,689.847,585.888,669.474,650.032,1050.32,960.861,933.307,893.573,976.037,872.761,838.402,763.133,610.413,795.27,656.647,731.434,710.136,882.69,607.892,804.491
68.5,645.422,709.42,629.156,660.15,483.346,666.449,869.013,628.054,486.893,577.881,628.112,718.095,855.011,804.233,844.512,892.474,594.353,646.22,672.571,853.069,610.102,812.194,703.752,446.644,647.639,602.678,818.463
71,610.618,645.497,556.016,676.083,488.565,658.707,653.108,590.998,489.152,639.312,385.9,819.338,748.06,942.511,803.062,647.625,768.618,854.549,843.146,580.026,457.493,832.018,611.804,667.527,552.026,493.713,763.941
73.7,603.053,432.945,562.308,573.229,531.415,456.486,565.323,605.896,644.691,867.111,441.784,533.123,900.07,667.011,765.331,976.899,911.063,599.501,448.678,894.71,600.315,896.855,502.644,718.717,648.462,591.645,577.923
76.4,581.307,468.024,487.598,813.026,429.876,700.077,658.895,581.856,512.76,477.376,488.562,898.374,914.895,505.208,666.37,741.741,471.349,606.193,580.482,399.416,813.349,481.291,570.155,548.909,665.013,626.364,511.561
79.1,593.4,646.335,524.638,433.424,363.217,440.013,499.179,516.858,479.097,329.818,504.41,596.211,621.222,655.077,807.861,890.619,537.129,565.727,649.315,790.894,537.883,381.439,551.82,513.27,439.231,477.029,480.883
82,592.078,349.095,777.461,327.61,451.762,477.323,587.409,598.882,426.964,453.446,351.992,545.525,685.634,698.669,656.58,847.818,768.16,675.776,587.62,521.753,599.605,509.894,588.356,334.382,450.319,769.928,708.829
85.1,390.122,781.012,555.997,698.983,593.516,434.533,505.274,534.74,465.93,511.595,502.448,815.362,662.626,870.363,820.629,715.841,503.18,789.127,477.755,737.007,590.949,582.072,509.275,414.598,515.896,405.595,616.71
88.2,807.506,524.406,527.136,507.252,438.896,483.359,545.144,422.053,442.679,555.056,410.624,759.567,630.271,787.734,757.052,633.748,596.877,701.507,435.405,524.633,756.809,682.028,475.018,484.202,383.752,530.364,704.898
