Sample File	D:\OlinCollege\All_data\OlinCollege\Sham!\High 2.S80
Classifier Model	3080
DMA Model	3085
DMA Inner Radius(cm)	0.00937
DMA Outer Radius(cm)	0.01905
DMA Characteristic Length(cm)	0.04987
CPC Model	3775 Low Flow
Gas Viscosity (kg/(m*s))	1.822e-005
Mean Free Path (m)	6.642e-008
Channels/Decade	64
Multiple Charge Correction	TRUE
Nanoparticle Aggregate Mobility Analysis	FALSE
Diffusion Correction	TRUE
Gas Density	0.0012
Units	dw/dlogDp
Weight	Number
Sample #	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
Date	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17	03/29/17
Start Time	13:50:22	13:55:26	14:00:26	14:05:26	14:10:26	14:15:26	14:20:26	14:25:26	14:30:26	14:35:26	14:40:26	14:45:26	14:50:26	14:55:26	15:00:26	15:05:26	15:10:26	15:15:26	15:20:26	15:25:26	15:30:26	15:35:26	15:40:26	15:45:26	15:50:26
Diameter Midpoint
 57.3	1102.22	1503.02	1047.92	1124.87	1009.97	834.767	942.183	664.146	755.642	678.232	1406.81	1374.49	1666.85	1211.72	1298	1192.87	1083.23	933.586	1002.73	810.477	1223.25	804.52	743.589	974.473	669.596
 59.4	1321.41	990.009	1061.38	1016.58	969.117	640.475	903.983	949.845	914.437	852.947	1457.85	1322.86	958.072	856.582	1262.49	1023.29	987.456	838.011	970.466	829.13	891.686	857.298	615.344	767.56	730.746
 61.5	1129.41	972.679	1252.13	1158.08	633.606	960.492	659.083	861.643	916.581	707.711	1378.36	1497.79	1192.26	1203.71	921.822	956.88	794.149	911.138	1133.18	732.872	568.927	847.575	954.154	703.175	623.89
 63.8	1143.65	783.667	926.237	921.081	921.151	660.86	771.26	873.156	688.249	622.312	1354.68	1315.26	1582.84	1169.86	1183.42	983.469	889.851	880.667	734.133	880.396	718.276	761.961	859.273	569.16	471.948
 66.1	728.65	962.26	875.234	863.426	920.565	823.585	900.403	715.072	623.796	544.891	1402.56	1292.3	1257.85	1077.88	1288.38	1040.38	967.485	904.296	598.525	974.53	1053.75	618.074	912.544	771.385	735.913
 68.5	809.317	871.23	1135.7	1218.2	842.827	672.857	679.07	900.333	719.088	675.329	1269.67	1248.48	1130.12	892.302	866.525	896.967	908.41	1157.23	627.463	804.888	680.111	711.368	570.759	619.178	583.653
 71.0	1222.38	891.125	676.747	625.1	763.255	668.272	583.769	779.508	524.08	526.754	1242.28	1164.21	1075.22	661.961	1111.29	961.636	688.278	766.31	794.749	818.899	658.886	623.601	702.579	596.457	568.688
 73.7	687.708	724.063	814.233	701.129	693.287	872.381	589.947	591.733	538.442	605.463	1296.77	1049.17	1115.67	1101.76	789.897	944.045	850.166	680.758	659.722	826.241	815.827	609.928	649.29	569.512	636.505
 76.4	902.698	599.098	710.449	586.365	766.798	665.298	715.52	574.011	716.736	703.451	1287.38	865.337	823.295	414.276	782.361	632.295	1029.43	461.665	736.888	587.886	698.29	638.197	633.453	394.051	456.124
 79.1	771.764	795.33	577.598	584.174	361.803	580.498	573.304	514.74	573.661	677.528	1270.96	919.867	785.89	667.649	660.253	942.254	777.119	604.774	716.969	737.921	622.193	452.424	478.318	762.036	481.576
